"Price","Name","Rooms","Area","Floor","Region","Year","Elevator"
"478 905 zł","Osiedle Narcyzowe | mieszkanie 2-pok. N6_2","2 pokoje","45.61 m²","parter","Ponikwoda","brak informacji","tak"
"659 000 zł","3 Pokojowe Mieszkanie W Prestiżowej Lokalizacji","3 pokoje","65.19 m²","parter","Sławin","2010","tak"
"315 000 zł","2 Pokoje Na 1 Piętrze - Do Zamieszkania !","2 pokoje","48.9 m²","1 piętro","Bronowice","1930","nie"
"493 557,39 zł","2 pokojowe mieszkanie w doskonałej lokalizacji","2 pokoje","41.43 m²","1 piętro","Ponikwoda","brak informacji","tak"
"599 000 zł","Mieszkanie, Czechów, ul. Mackiewicza, 3 pok, 56m2","2 pokoje","56 m²","1 piętro","Czechów Południowy","2010","nie"
"699 000 zł","Nowe 3-Pokoje 58,29M2 Królowej Jadwigi Felin","3 pokoje","58.29 m²","5 piętro","Felin","2024","tak"
"489 000 zł","Mieszkanie 2 Pokojowe Chodźki Czechów Bez Pcc","2 pokoje","30.92 m²","4 piętro","Czechów Południowy","2024","tak"
"369 000 zł","BEZPOŚREDNIO Dwa pokoje PO REMONCIE, 200m od WSEi","2 pokoje","35 m²","parter","Tatary","brak informacji","nie"
"475 440 zł","Bez Prowizji Czechów ! Gotowe Na Grudzień 24 ! Ok","3 pokoje","51.81 m²","3 piętro","Czechów Południowy","2024","tak"
"775 448,30 zł","Lublin os. Lsm - Idealne pod wynajem ! Okazja !","2 pokoje","51.7 m²","5 piętro","Konstantynów","2022","tak"
"Zapytaj o cenę","Osiedle Narcyzowe | mieszkanie 2-pok. N6_1","2 pokoje","42.09 m²","parter","Ponikwoda","brak informacji","tak"
"499 000 zł","3 pokoje/62m/parter z tarasem/Sławinek!","3 pokoje","62 m²","parter","Sławin","1982","nie"
"721 656 zł","Trzy pokoje Botanik","3 pokoje","66.82 m²","1 piętro","Sławin","2004","nie"
"Zapytaj o cenę","4-pokojowe mieszkanie 65m2 + balkon","4 pokoje","65.81 m²","2 piętro","Ponikwoda","2026","tak"
"384 714 zł","Diamentowe Tarasy | ustawne mieszkanie D/M36","2 pokoje","38.86 m²","3 piętro","Wrotków","brak informacji","nie"
"510 000 zł","54 m2 - 3 pokoje - Aleje Racławickie.","3 pokoje","54 m²","8 piętro","Wieniawa","1970","tak"
"598 953 zł","Mieszkanie 4 pokoje, os. Karłowicza 79,5 m2","4 pokoje","79.5 m²","4 piętro","Czechów Południowy","1983","nie"
"689 000 zł","***3 pokoje , mieszkanie z widokiem***","3 pokoje","62.5 m²","7 piętro","Czuby Północne","1983","tak"
"Zapytaj o cenę","Aprtamenty Wyścigowa | apartament 4-pok. | B1.M67","4 pokoje","65.68 m²","3 piętro","Dziesiąta","2025","tak"
"630 000 zł","Mieszkanie 3-pokojowe w Lublinie, Czuby","3 pokoje","63.33 m²","parter","Czuby Północne","1990","nie"
"649 000 zł","*Eleganckie i kameralne* niezamieszkałe*m.parking.","2 pokoje","47.25 m²","3 piętro","Węglin Południowy","2017","tak"
"589 000 zł","Śródmieście, 2 pokoje w nowym budownictwie.","2 pokoje","48.04 m²","1 piętro","Śródmieście","2018","tak"
"849 000 zł","Mieszkanie Z Dużym Tarasem-Ogrodem Wysoki Standard","3 pokoje","61.27 m²","parter","Węglin Południowy","2022","tak"
"757 125 zł","Zielone Tarasy Botanik ** PRZEDSPRZEDAŻ","3 pokoje","60 m²","5 piętro","Sławin","2026","nie"
"549 000 zł","Mieszkanie trzypokojowe, widok na las, bb centrum","3 pokoje","61.23 m²","4 piętro","Wrotków","1991","nie"
"536 000 zł","44,69 m2 - blisko Uniwersytet Medyczny - 2 piętro.","2 pokoje","44.69 m²","2 piętro","Czechów Południowy","2000","nie"
"564 830 zł","Nowa Inwestycja 3 Pokoje Rabaty","3 pokoje","50.92 m²","2 piętro","Ponikwoda","2026","nie"
"380 000 zł","Mieszkanie w Lublinie przy ulicy Hutniczej 14","3 pokoje","45.9 m²","4 piętro","Tatary","1975","nie"
"494 636 zł","Wojciechowska Square | mieszkanie 14","2 pokoje","39.89 m²","2 piętro","Konstantynów","2025","tak"
"Zapytaj o cenę","Nova Daliova | mieszkanie 2-pok. | B2.61","2 pokoje","34.75 m²","3 piętro","Ponikwoda","2025","tak"
"869 000 zł","Mieszkanie Lublin Wrotków ul.Słomkowskiego 4pokoje","4 pokoje","79.21 m²","3 piętro","Wrotków","2013","nie"
"484 604,34 zł","2 pokojowe mieszkanie w doskonałej lokalizacji","2 pokoje","42.06 m²","parter","Wieniawa","2026","nie"
"420 000 zł","Mieszkanie, 25,50 m², Lublin","2 pokoje","25.5 m²","1 piętro","Stare Miasto","brak informacji","tak"
"733 000 zł","Lublin, aleje Racławickie","3 pokoje","66.65 m²","4 piętro","Wieniawa","1990","tak"
"362 340 zł","29,70 M2 - Zielone Tarasy Botanik ** Przedsprzedaż","1 pokój","29.7 m²","parter","Sławin","2026","tak"
"475 380 zł","41,70 M2 - Zielone Tarasy Botanik ** Przedsprzedaż","2 pokoje","41.7 m²","1 piętro","Sławin","2026","tak"
"Zapytaj o cenę","Osiedle Narcyzowe | mieszkanie 2-pok. N6_1","2 pokoje","42.09 m²","parter","Ponikwoda","brak informacji","tak"
"575 000 zł","Właściciel Sprzedaje Mieszkanie Lublin Rury","3 pokoje","61.2 m²","5 piętro","Rury","brak informacji","nie"
"617 100 zł","Mieszkanie nr 8","1 pokój","37.4 m²","2 piętro","Śródmieście","2025","tak"
"Zapytaj o cenę","Aprtamenty Wyścigowa | apartament 3-pok. | B1.M4","3 pokoje","54.22 m²","1 piętro","Dziesiąta","2025","tak"
"765 612 zł","Apartamenty Poligonowa Etap 4, M42","2 pokoje","70.89 m²","3 piętro","Sławin","2026","nie"
"520 352 zł","PRZEDSPRZEDAŻ - Nowa inwestycja na Botaniku","2 pokoje","46.46 m²","4 piętro","Sławin","2026","nie"
"469 000 zł","2 Pokoje 37,5 m2 Niecała Centrum Lublina","2 pokoje","37.5 m²","4 piętro","Śródmieście","1962","nie"
"717 000 zł","Nowe, wykończone, 1p, 3 pokoje, 2 balkony, Węglin.","3 pokoje","56.42 m²","1 piętro","Stare Miasto","2024","tak"
"420 000 zł","Dziesiąta, ul. Zbigniewa Herberta, 49 m2, 3 pok.","3 pokoje","49 m²","4 piętro","Dziesiąta","1975","nie"
"489 000 zł","2 pokoje, 49 M2, Czechów, Górska, BEZ PROWIZJI!","2 pokoje","49.31 m²","7 piętro","Czechów Południowy","1984","tak"
"Zapytaj o cenę","4-pokojowe mieszkanie 65m2 + balkon","4 pokoje","65.81 m²","1 piętro","Ponikwoda","2026","tak"
"Zapytaj o cenę","Nova Daliova | mieszkanie 2-pok. | B1.69","2 pokoje","37.94 m²","3 piętro","Ponikwoda","2025","tak"
"654 940 zł","Wojciechowska Square | mieszkanie 12","3 pokoje","59.54 m²","2 piętro","Konstantynów","2025","tak"
"485 000 zł","Do wejścia 2 pokoje, Koncertowa Dolina","2 pokoje","35 m²","1 piętro","Czechów Południowy","2023","tak"
"2 150 000 zł","Prawdziwy Penthouse Centrum Widok na całe Miasto","4 pokoje","130 m²","10+ piętro","Czechów Południowy","2013","tak"
"557 271 zł","Mieszkanie, 56,29 m², Lublin","1 pokój","56.29 m²","3 piętro","Śródmieście","2024","tak"
"449 673 zł","Koncertowe Wzgórze | mieszkanie 2-pok. | B1_3","2 pokoje","43.7 m²","parter","Czechów Północny","brak informacji","nie"
"Zapytaj o cenę","Nałęczowska | mieszkanie 3-pok. | M-39","3 pokoje","63.95 m²","6 piętro","Sławin","brak informacji","tak"
"448 000 zł","Mieszkanie trzypokojowe do zamieszkania, Lsm","3 pokoje","48.5 m²","3 piętro","Rury","1970","nie"
"595 828,80 zł","Mieszkanie 4 Pokojowe Bazylianówka Negocjuj","4 pokoje","57.96 m²","2 piętro","Ponikwoda","2026","tak"
"451 981,60 zł","2 Pokoje W Cenie Negocjuj","2 pokoje","37.54 m²","2 piętro","Ponikwoda","2026","tak"
"559 000 zł","Mieszkanie dla rodziny w świetnej lokalizacji","3 pokoje","66 m²","","Czuby Północne","87","nie"
"762 082 zł","Diamentowe Tarasy | urocze mieszkanie D/M44","4 pokoje","84.77 m²","4 piętro","Wrotków","brak informacji","nie"
"270 000 zł","Mieszkanie w kaminiecy przy ulicy Dziesiątej","2 pokoje","49 m²","parter","Dziesiąta","brak informacji","nie"
"399 000 zł","Mieszkanie, 37,14 m², Lublin","1 pokój","37.14 m²","parter","Śródmieście","1930","nie"
"765 612 zł","Apartamenty Poligonowa Etap 4, M42","2 pokoje","70.89 m²","3 piętro","Sławin","2026","nie"
"348 000 zł","Sprzedam mieszkanie 42m OKAZJA !","2 pokoje","42.5 m²","4 piętro","Felin","1996","nie"
"419 950 zł","Mieszkanie dla rodziny lub pod inwestycje","3 pokoje","37 m²","2 piętro","Tatary","1980","tak"
"567 000 zł","4-pokojowe LSM bez prowizji","4 pokoje","52.5 m²","3 piętro","Rury","brak informacji","nie"
"445 000 zł","Funkcjonalne Mieszkanie 39M2 Przy Ul. M. Brzeskiej","2 pokoje","39 m²","parter","Rury","1978","tak"
"399 000 zł","2 Pokoje 48,7 m2 Czuby Północne","2 pokoje","48.7 m²","4 piętro","Czuby Północne","1980","nie"
"360 804 zł","Narcyzowe Wzgórza II | mieszkanie 2-pok. | D_55","2 pokoje","33.1 m²","2 piętro","Ponikwoda","2026","tak"
"Zapytaj o cenę","Nałęczowska | mieszkanie 3-pok. | M-58","3 pokoje","63.13 m²","4 piętro","Sławin","brak informacji","tak"
"Zapytaj o cenę","Nova Daliova | mieszkanie 2-pok. | B1.06","2 pokoje","37.65 m²","1 piętro","Ponikwoda","2025","tak"
"531 000 zł","!!!Lsm - 3 pokoje - przy Miasteczku Akademickim!!!","3 pokoje","69.6 m²","3 piętro","Rury","1962","nie"
"289 000 zł","Kawalerka na Czechowie, atrakcyjna lokalizacja","1 pokój","26 m²","8 piętro","Czechów Północny","1978","tak"
"320 000 zł","Kawalerka 27 m2 parter. Centrum. Ulica Podzamcze.","1 pokój","27 m²","parter","Kalinowszczyzna","brak informacji","tak"
