Price,Area,Elevator,Year,Rooms,Floor,Region,Name
552073.0,48.47,0,,3,1 piętro,Węglin Południowy,Jemiołuszki Park | 3-pok. | M11 | Promocja!
637920.0,70.88,1,2026,4,3 piętro,Czechów Północny,Perspektywa Czechów ul. Wojtasa/70m2 - 4-pokoje
866821.5,113.31,0,,4,,Śródmieście,"Lokal mieszkalny Lublin | 113,31 m² | M26"
505000.0,67.8,0,1994,3,1 piętro,Ponikwoda,3-Pokojowe Mieszkanie Z Oddzielną Kuchnią - Remont
585000.0,49.0,0,2015,2,parter,Wrotków,Mieszkanie z ogródkiem Wrotkow
615600.0,57.0,0,2001,2,2 piętro,Czuby Południowe,Dwupokojowe mieszkanie w pobliżu Starego Lasu
563000.0,52.15,0,1966,2,parter,Śródmieście,Dwupokojowe Mieszkanie W Śródmieściu Do Remontu
366000.0,32.8,1,1970,2,4 piętro,Tatary,Bardzo Urocze 2 Pokojowe Mieszkanie
980000.0,90.0,0,1999,3,1 piętro,Szerokie,"Dwupoziomowe, bezczynszowe z kominkiem i ogródkiem"
524000.0,62.0,0,,3,1 piętro,Czuby Północne,Trzypokojowe mieszkanie piętro: 1/4
699000.0,53.97,1,2015,2,parter,Śródmieście,Okacja ul. Północna Centrum przy Um blisko Chodźki
558000.0,61.2,0,1982,3,3 piętro,Czuby Północne,Mieszkanie z miejscem postojowym w cenie
519000.0,61.2,0,1981,3,1 piętro,Czuby Północne,"Pierwsze piętro, okolica Filaretów/Zana"
545000.0,39.0,1,2021,2,4 piętro,Węglin Południowy,Miejsce parkingowe| 2 pokoje| duży taras
470000.0,36.0,1,2016,2,3 piętro,Węglin Południowy,"Lublin, Węglinek ul. Koralowa"
557500.0,51.6,1,2026,3,5 piętro,Ponikwoda,"Ponikwoda, 3 Pokoje Na I Kwartał 2026R."
472800.0,38.88,1,2026,2,5 piętro,Ponikwoda,"Ponikwoda, 2 Pokoje Na I Kwartał 2026R."
469000.0,33.8,1,2021,2,1 piętro,Wrotków,"Gotowe Do Zamieszkania 33,8 Mkw- 2 Pokoje, Wrotków"
445000.0,47.8,0,1990,3,1 piętro,Czuby Południowe,3 pokojowe mieszkanie z dużym balkonem na Czubach
528220.0,53.9,1,2026,3,2 piętro,Ponikwoda,3 Pokojowe Mieszkanie Blisko Trenów Zielonych
699000.0,51.0,1,2019,2,4 piętro,Sławin,Elegancki apartament blisko centrum
660000.0,61.94,0,1975,4,3 piętro,Kośminek,4 pokoje po remoncie na Bronowicach!
395000.0,58.0,0,1900,2,3 piętro,Śródmieście,Mieszkanie 2 pokojowe w udziałach/ Górna
460000.0,58.0,1,1977,4,1 piętro,Czechów Południowy,mieszkanie 4 pokojowe do remontu / Kiepury
475000.0,53.0,0,1997,2,parter,Kalinowszczyzna,829/12040/OMS
599000.0,59.6,0,1960,3,parter,Śródmieście,Przestronne  3 pokojowe mieszkanie /Czechowska
555000.0,50.0,0,1964,2,3 piętro,Śródmieście,Mieszkanie 2 pokojowe w stylu Loft/Wschodnia
540000.0,51.5,0,1989,2,4 piętro,Czuby Południowe,"Mieszkanie 51,5m Czuby Z MEBLAMI"
379785.0,36.17,1,2026,2,1 piętro,Ponikwoda,2 Pokojowe Mieszkanie Blisko Trenów Zielonych
419000.0,45.0,1,1978,3,5 piętro,Śródmieście,"3 pokoje w centrum, ul. Henryka Wiercieńskiego"
749000.0,69.3,1,2014,3,3 piętro,Ponikwoda,"Mieszkanie 69 m2 ul. Bluszczowa , 3 pokoje"
375000.0,35.0,0,1960,2,parter,Hajdów-Zadębie,2 pokoje po generalnym remoncie przy WSEI!
489000.0,35.0,1,2024,2,1 piętro,Wrotków,"Osiedle Regaty - Wrotków, 2 pokoje, 35m2"
369000.0,44.36,0,1970,2,parter,Bronowice,"2 pokoje 44,36m2 parter Krańcowa"
912445.0,69.07,1,2020,4,parter,Węglin Południowy,Mieszkanie z ogródkiem przy ul. Kwarcowej
483000.0,49.0,1,2025,2,3 piętro,Węglin Południowy,Zamieszkaj na nowym osiedlu-2 pokoje-Węglin!
492966.0,48.33,0,2026,3,1 piętro,Ponikwoda,3 Pokojowe Mieszkanie Na Ponikwodzie
515000.0,57.8,1,1976,4,5 piętro,Rury,"***Lsm, 4 pokoje, idealne na wynajem***"
839000.0,116.32,0,1994,5,4 piętro,Wieniawa,"Inwestycja w zasięgu ręki, blisko KUL, z garażem!"
599000.0,51.15,0,2005,2,1 piętro,Rury,"**Nowe Budownictwo, 5 minut do Politechnika**"
499000.0,44.56,1,2024,2,4 piętro,Wrotków,"***Wrotków, nowe budownictwo, okazja***"
570000.0,60.1,0,1960,3,1 piętro,Rury,"***Lsm, 3 pokoje, 1 piętro, 2 balkony***"
435000.0,30.52,1,,1,parter,Węglin Południowy,Luksusowa kawalerka z ogródkiem
601680.0,65.4,1,2022,3,parter,Czechów Północny,"Gotowe, Koncertowa, 3 pokoje, 65m2, balkon 8m2"
574900.0,52.3,1,2012,2,4 piętro,Węglin Południowy,"Koralowa, 52m2, 2 pokoje, garderoba, balkon 11m2"
395000.0,48.2,0,1986,2,4 piętro,Bronowice,2 -pokoje z możliwością adaptacji na 3 lub zamiany
566614.0,48.47,0,,3,3 piętro,Węglin Południowy,Jemiołuszki Park| mieszkanie 3-pok. | M23
525000.0,34.0,1,2023,2,1 piętro,Czechów Południowy,mieszkanie Kompozytorów Polskich/Północna
460000.0,48.6,0,1993,2,2 piętro,Czuby Północne,"Czuby, 2 pokoje, 2 piętro, blisko las Dąbrowa."
723000.0,57.35,1,2024,3,1 piętro,Węglin Południowy,"***1 piętro, 3 pokoje-do wejścia! Brak 2% Pcc***"
347352.0,34.77,0,,1,1 piętro,Wrotków,Diamentowe Tarasy | komfortowe mieszkanie C/M43
532950.0,52.25,1,2026,3,4 piętro,Czechów Północny,Perspektywa Czechów ul. Wojtasa/52 m2 - 3-pokoje
727397.0,81.73,1,2024,3,parter,Czechów Południowy,"Chodźki Residence Lublin, ul. Chodźki M132"
459000.0,36.0,1,,2,2 piętro,Czuby Północne,Mieszkanie 2-pokojowe po remoncie Czuby os. Błonie
889000.0,121.0,0,1999,5,3 piętro,Śródmieście,Apartament 121m2 przy ul. Narutowicza
649100.0,62.17,1,2026,4,6 piętro,Ponikwoda,"Ponikwoda, 4 Pokoje Na I Kwartał 2026R."
510000.0,61.0,0,1963,3,3 piętro,Rury,"Lublin, LSM, 3 pokoje"
1090000.0,135.0,0,2000,6,3 piętro,Sławin,Lublin Sławinek ul. Baśniowa - Inwestycja !
760000.0,80.3,0,2000,4,1 piętro,Konstantynów,OKAZJAciche mieszkanie w fantastycznej lokalizacji
430000.0,46.9,0,,3,3 piętro,Tatary,3-pokojowe jasne mieszkanie na sprzedaż dostępne o
550000.0,59.67,0,,3,parter,Czuby Północne,Mieszkanie w świetnej lokalizacji w Lublinie
469000.0,38.0,1,2019,2,5 piętro,Sławin,"Mieszkanie 38m, Zielone Wzgórze, Botanik"
499999.0,38.5,1,,2,1 piętro,Rury,"LSM, ul. Chrobrego 3"
340000.0,32.0,0,1960,1,2 piętro,Bronowice,1 pokój - 32 m2 Bronowice
556198.0,57.34,0,2024,2,parter,Węglin Południowy,Węglin. Przestronne w nowym budynku. Dwa balkony!
390000.0,41.6,0,2008,1,1 piętro,Czechów Południowy,"Czechów, Związkowa, 42m2, parking, od zaraz"
450000.0,51.3,0,1975,3,4 piętro,Czechów Południowy,3 pokoje na Czechowie!
550000.0,60.5,0,1961,2,parter,Śródmieście,Mieszkanie idealne pod inwestycje Śródmieście
590160.6,52.74,1,2026,3,1 piętro,Czechów Południowy,Ulokuj swój kapitał w wyjątkowej inwestycji
529494.6,44.54,1,2026,1,parter,Czechów Południowy,Mieszkanie idealne na start blisko UM - Ogródek
650278.3,59.17,1,2026,3,1 piętro,Czechów Południowy,Ulokuj swój kapitał w wyjątkowej inwestycji
720000.0,73.8,0,1996,6,2 piętro,Czuby Północne,Przestronne mieszkanie na Czubach 120m2
660000.0,66.56,0,2025,4,parter,Czechów Północny,Nowe mieszkanie 4-pok z balkonem
930000.0,92.21,0,2025,4,1 piętro,Sławin,Nowy apartament z 2 balkonami na Sławinie
357700.0,36.99,0,1967,2,2 piętro,Tatary,"Jasne, dwupokojowe mieszkanie ul. Montażowa"
1146600.0,117.0,0,1996,5,2 piętro,Ponikwoda,5 pokoi dla Rodziny lub pod wynajem- 2 mieszkania
334000.0,41.84,0,1983,2,3 piętro,Śródmieście,Poniżej 8tys/m2!
525000.0,47.0,0,2024,2,parter,Czechów Północny,"Mieszkanie na sprzedaż, ul. Koncertowa, 47mkw"
470000.0,39.19,1,2024,2,3 piętro,Bronowice,Nowe - Wykończone mieszkanie w wysokim standardzie
708000.0,65.0,1,2024,3,3 piętro,Węglin Południowy,"Lublin, Węglinek - ul. Jemiołuszki"
725000.0,72.0,1,2015,3,3 piętro,Węglin Południowy,Przestronne / 3pokoje / 72m2 / Węglin Południowy
670000.0,79.3,0,1997,4,1 piętro,Sławin,"4 Pokoje, Sławinek"
540500.0,67.6,0,1978,4,4 piętro,Sławin,Przestronne mieszkanie blisko Górek Czechowskich
499000.0,47.12,0,2001,2,parter,Ponikwoda,Dwa pokoje gotowe do zamieszkania
429000.0,46.6,0,1976,2,2 piętro,Rury,Dwa pokoje idealne na wynajem
503000.0,45.8,1,1972,2,3 piętro,Rury,Nowoczesne mieszkanie na LSM
460000.0,62.0,0,1990,3,4 piętro,Czechów Południowy,Trzy pokoje Czechów do remontu! Niska cena!
610000.0,60.1,0,1992,3,4 piętro,Czuby Południowe,"3 Pokoje, Balkon, Piwnica"
694809.0,65.61,0,,4,2 piętro,Węglin Południowy,Jemiołuszki Park| mieszkanie 4-pok. | M18
603400.0,60.34,1,2026,3,5 piętro,Czechów Północny,Perspektywa Czechów ul. Wojtasa/60m2- 3 pokoje
571203.1,60.19,1,2024,3,parter,Czechów Południowy,"Diamentowe Wzgórze ul. Wolińskiego 26b,Budynek G"
637014.0,64.41,1,2025,3,2 piętro,Kośminek,Felin Park II | mieszkanie 3-pok. | M25
665000.0,59.84,1,2013,3,parter,Węglin Południowy,"Mieszkanie, 3 pokoje, 60 m2, Węglin, ul. Onyksowa"
569000.0,44.9,1,2024,2,1 piętro,Węglin Południowy,2 pokoje ul Jemiołuszki nowe wykończone OKAZJA
442000.0,44.25,0,1994,3,4 piętro,Sławin,"Mieszkanie, 44,25 m², Lublin"
373000.0,39.3,0,1936,2,3 piętro,Śródmieście,"Dwupokojowe mieszkanie 39,3 m2, Śródmieście"
400000.0,48.0,0,1990,3,1 piętro,Śródmieście,"Mieszkanie, 48 m², Lublin"
599000.0,44.66,1,2018,2,2 piętro,Sławin,"Sprzedam mieszkanie 44.66m2 Sławin, Lublin"
543000.0,52.5,0,2024,3,parter,Węglin Południowy,"3 pokoje, budynek oddany 2024 rok, klucze na już"
585000.0,63.87,0,1993,3,3 piętro,Czuby Południowe,Przestronne mieszkanie 63 m² na ul. Szmaragdowej
495000.0,37.0,1,2024,2,4 piętro,Bronowice,"Nowoczesne 2-pokojowe mieszkanie 37m2, ul. Długa"
1940000.0,314.0,0,,10,,Wieniawa,Mieszkanie na sprzedaż w Lublinie 314 m2
610000.0,48.87,1,2023,2,4 piętro,Felin,"Osiedle Europejskie, 2 pokoje z 2 balkonami, 49 m2"
450000.0,30.86,1,2023,2,4 piętro,Felin,"Osiedle Europejskie 2 pokoje, miejsce postojowe"
421200.0,36.0,1,,2,,Ponikwoda,Słoneczny Taras/Ogród + Miejsce w Hali + HIT!
511200.0,50.0,1,,3,,Ponikwoda,Najtańsze 3 pokoje + GARAZ 0zl + Premium
510000.0,53.82,1,2024,3,3 piętro,Kośminek,3 pokoje⭐️dwustronne⭐️balkon⭐️stan deweloperski
574000.0,58.0,1,,4,,Ponikwoda,Ogród/Piętro + Nowe 4 pokoje + Garaż 0zł
460000.0,53.0,1,2025,2,parter,Węglin Południowy,"Nowe mieszkanie, ul. Jemiołuszki 20"
385000.0,45.8,0,1969,3,4 piętro,Kalinowszczyzna,3 pokojowe uniwersalne mieszkanie z potencjałem
435000.0,49.89,1,1971,3,6 piętro,Kośminek,Sprzedam Mieszkanie
668000.0,68.0,1,2006,3,1 piętro,Wrotków,"TRZY - pokojowe mieszkanie piętro 1/3, ul. Fulmana"
459000.0,40.0,1,2024,2,5 piętro,Wrotków,"2 pokoje, stan deweloperski, Wrotków od zaraz!!!"
669000.0,70.0,0,2008,4,parter,Dziesiąta,"4 pokoje, blisko Centrum Okazja !!"
459000.0,49.89,1,1971,2,6 piętro,Kośminek,Dwa pokoje gotowe do wejścia - Ul. Elektryczna
345000.0,32.64,0,1975,2,4 piętro,Wieniawa,Dwa Pokoje Blisko Uczelni - Ul. Popiełuszki
449000.0,49.0,1,1968,3,parter,Wieniawa,Miasteczko Akademickie - 3 Pokoje do Remontu
1150000.0,87.63,1,2015,4,10 piętro,Rury,Apartament z pięknym widokiem/Pana Balcera!
449000.0,44.4,0,1968,3,4 piętro,Rury,"Mieszkanie z klimatyzacją przy ul. Skierki, LSM"
999900.0,120.0,0,,4,1 piętro,Śródmieście,"Szukasz Opłacalnego Gotowca Inwestycyjnego? 108,40"
639000.0,60.5,0,2000,3,parter,Czuby Północne,Wyremontowane Mieszkanie Czuby
599000.0,60.86,0,1960,3,2 piętro,Wieniawa,"Mieszkanie, 3 pokoje Al. Racławickie 24"
529890.0,51.95,1,2026,3,4 piętro,Czechów Północny,Perspektywa Czechów ul. Wojtasa/51m2 -3-pokoje
609840.0,61.6,1,2024,2,parter,Czechów Południowy,"Chodźki Residence Lublin, ul. Chodźki M54"
558279.0,55.33,1,2025,3,3 piętro,Kośminek,Felin Park II | mieszkanie 3-pok. | M13
616000.0,56.0,0,2010,2,1 piętro,Czechów Południowy,Sprzedam mieszkanie
319000.0,32.3,0,2000,1,3 piętro,Dziesiąta,"Nowy Świat, kawalerka 32,3m2 z balkonem + garaż"
429000.0,51.93,0,1925,2,1 piętro,Za Cukrownią,Przytulne Mieszkanie 5Min Od Dworca Pkp
424760.0,57.4,1,1985,3,10 piętro,Bronowice,"Sprzedam 3 pokojowe mieszkanie 57,4 m do remontu"
870000.0,80.0,1,2020,4,1 piętro,Bronowice,Mieszkanie na sprzedaż ul. Wrońska Lublin
430000.0,48.4,0,1983,2,parter,Rury,"Lsm! 48m2, p.0/ 2 pok. Można 3/ niski blok"
305000.0,28.1,1,1970,1,9 piętro,Rury,Kawalerka w super lokalizacji T.Zana!
594048.0,46.41,1,2024,2,3 piętro,Wieniawa,Lublin Śródmieście widok na panoramę miasta
948795.0,73.55,1,2024,4,1 piętro,Wieniawa,Lublin Śródmieście Apartamenty Reduta
895985.0,70.55,1,2024,3,1 piętro,Wieniawa,Lublin Śródmieście Apartamenty Reduta
1381799.0,99.41,1,2024,4,5 piętro,Wieniawa,Lublin Śródmieście Apartamenty Reduta
652446.0,48.69,1,2024,2,2 piętro,Wieniawa,Lublin Śródmieście widok na panoramę miasta
636000.0,53.05,1,2015,2,parter,Węglin Południowy,"2 pokoje + kuchnia 53,05 m2 ul. Koralowa Parter"
352428.0,27.32,1,2024,1,2 piętro,Śródmieście,Bez Prowizji ! Najlepsza Lokalizacja w Lublinie !
367263.0,28.47,1,2024,2,2 piętro,Śródmieście,Ostatnie 2 pokoje na 29m2 ! Okazja Ścisłe Centrum
737804.0,55.06,1,2024,3,1 piętro,Wieniawa,Lublin Śródmieście Apartamenty Reduta
494840.0,55.6,1,2025,3,2 piętro,Ponikwoda,Nova Daliova | mieszkanie 3-pok. | B2.41
717000.0,56.42,1,2024,3,1 piętro,Węglin Południowy,3 pokojowe mieszkanie na Węglinie bez PCC
520000.0,51.1,0,2006,2,parter,Sławin,Komfortowe mieszkanie na Sławinie!
840000.0,73.0,1,2018,4,5 piętro,Węglin Południowy,"Piękne, duże mieszkanie gotowe do wprowadzenia!"
579000.0,49.15,1,,3,parter,Węglin Południowy,Nowoczesne 3-pokojowe mieszkanie z wyposażeniem
519000.0,47.5,1,1968,2,3 piętro,Rury,Dwa pokoje do zamieszkania z garderobą
393015.0,41.37,0,,2,,Dziesiąta,Osiedle Metropol - 2 pokoje. W wakcaje rabat.
352643.0,25.37,1,2024,1,1 piętro,Śródmieście,Zamojska 29 | mieszkanie M.07 Gotowe Na Styczeń 25
430000.0,51.93,0,,2,parter,Za Cukrownią,"Mieszkanie, 51,93 m², Lublin"
395000.0,45.9,0,,2,1 piętro,Za Cukrownią,"Mieszkanie, 45,90 m², Lublin"
339000.0,32.19,0,,1,1 piętro,Za Cukrownią,Kawalerka przy dworcu Metropolitarnym
632225.0,66.55,1,2023,3,1 piętro,Dziesiąta,Gotowe Mieszkania Z Rabatami
432075.0,41.15,1,2025,2,2 piętro,Ponikwoda,Nowe Mieszkanie Gotowe Na Drugi Kwartał 2025
559000.0,49.62,0,2026,3,3 piętro,Ponikwoda,"Mieszkanie  Przy ""Olimpie"""
690000.0,65.56,1,2020,3,3 piętro,Felin,Felin - 3 przestronne pokoje - duża piwnica 12m2
519000.0,48.17,0,1977,3,2 piętro,Wrotków,Rezerwacja - 3 pokojowe mieszkanie - Wrotków
465000.0,37.54,0,2026,2,5 piętro,Ponikwoda,"Mieszkanie  Przy ""Olimpie"""
460000.0,34.79,1,2024,2,2 piętro,Czechów Południowy,Idealne mieszkanie dla singla w NOWYM BLOKU!
599000.0,52.52,1,2009,2,parter,Ponikwoda,2 Pokoje Po Remoncie Do Wejścia Blisko Um!
509000.0,48.9,0,1985,3,parter,Czuby Północne,*dwustronne*3 pokoje*nowoczesne*
519000.0,60.0,1,1984,3,4 piętro,Rury,"3 pokoje blisko Politechniki, do wejścia"
365000.0,46.28,0,1964,3,3 piętro,Tatary,"3 pokoje po remoncie instalacji, Hutnicza"
572000.0,64.0,0,1990,3,3 piętro,Czechów Północny,"Przestronne 3 pokoje, Czechów, os. Choiny"
545432.0,47.02,1,2024,2,2 piętro,Sławin,"Nowe M-3, stan deweloperski, 47, Sławin, Lublin"
450000.0,48.71,0,1962,3,4 piętro,Bronowice,Słoneczne 3 pokojowe mieszkanie z balkonem 48m2
466070.0,42.37,1,2026,2,1 piętro,Czechów Północny,Perspektywa Czechów ul. Wojtasa/42 m2 - 2-pokoje
656568.0,66.32,1,2024,3,parter,Czechów Południowy,"Chodźki Residence Lublin, ul. Chodźki M53"
552746.0,55.33,1,2025,3,2 piętro,Kośminek,Felin Park II | mieszkanie 3-pok. | M9
500000.0,47.0,0,1970,3,2 piętro,Bronowice,3-pokojowe mieszkanie (47 m²) - Bronowice
489000.0,46.1,0,2005,2,3 piętro,Czuby Południowe,"2 pokoje 46,1m2 Czuby ."
260000.0,44.0,0,,2,,Wieniawa,44 m2 ul. Weteranów
569000.0,49.69,0,1958,2,3 piętro,Wieniawa,"2 pokoje + kuchnia, miasteczko akademickie"
639000.0,62.2,1,1978,4,4 piętro,Czechów Południowy,Słoneczna przestrzeń dla rodziny | 4 pokoje |
327654.0,25.05,1,2026,1,parter,Ponikwoda,1 pokojowe. Ostatnie 2 szt w tym metrażu.
747000.0,65.0,1,2024,3,2 piętro,Węglin Południowy,"Lublin, Węglinek ul. Jemiołuszki"
537715.0,50.92,1,2026,3,3 piętro,Wrotków,Wyjątkowa inwestycja Deweloperska
699000.0,61.79,1,2023,3,parter,Czechów Północny,Nowe Mieszkanie 3 Pokoje Koncertowa
545000.0,62.9,0,1960,3,1 piętro,Bronowice,3 Pokoje Z Balkonem I Bardzo Dużą Piwnicą
425000.0,47.3,0,2000,2,1 piętro,Czechów Północny,Sprzedaż ustawne 2 pokoje - przy ul. Koncertowa
440000.0,44.9,0,,2,1 piętro,Tatary,Dwupokojowe mieszkanie po remoncie
385000.0,48.0,0,,3,4 piętro,Kalinowszczyzna,Trzypokojowe mieszkanie w centrum - Kalinowszczyzn
489000.0,53.2,1,1975,3,1 piętro,Rury,Trzy pokoje przy samej Politechnice Lubelskiej!
752850.0,31.5,1,2023,2,2 piętro,Śródmieście,Mieszkanie W Centrum O Wysokim Standardzie
425000.0,35.1,0,1977,2,4 piętro,Czechów Południowy,"Urządzone mieszkanko, idealne na start."
450000.0,45.0,1,1980,3,5 piętro,Śródmieście,3 pokoje 45 m2 inwestycyjnie ul. Wiercińskiego.
639000.0,65.12,0,1904,3,parter,Śródmieście,"***Brama Krakowska za rogiem,po remoncie***"
608000.0,51.16,1,2013,2,1 piętro,Ponikwoda,"Sprzedam mieszkanie 51,16m2 /garaż, piwnica /"
465000.0,47.5,1,,2,1 piętro,Czechów Północny,"Mieszkanie 47,50m2, 2 pokoje, ul. Zakopiańska"
635371.0,71.39,1,2024,2,parter,Czechów Południowy,"Chodźki Residence Lublin, ul. Chodźki M31"
481961.0,49.23,1,2025,3,1 piętro,Kośminek,Felin Park II | mieszkanie 3-pok. | M33
560000.0,59.0,0,1936,2,1 piętro,Śródmieście,"Mieszkanie z potencjałem, 59m2, ul. Chopina"
379785.0,36.17,1,2025,2,2 piętro,Ponikwoda,120 mieszkań ! wszystkie możliwe metraże ! Okazja
699999.0,56.0,0,2024,3,1 piętro,Ponikwoda,Gotowe! Wygodne mieszkanie dla rodziny.
353925.0,35.75,0,,2,,Dziesiąta,"Osiedle Metropol, 2 pokoje. Teraz rabat na start!"
994390.0,110.5,0,2000,4,3 piętro,Czuby Północne,"Mieszkanie dwupoziomowe,bezpośrednio,Czuby"
639000.0,61.28,0,1994,4,4 piętro,Wrotków,Mieszkanie z pięknym widokiem
615000.0,57.2,0,2010,2,1 piętro,Rury,"Mieszkanie LSM, 2 pokoje, 57,20m2, Sunhill"
680000.0,49.39,1,2023,3,parter,Ponikwoda,"Mieszkanie z ogródkiem, 3 pokoje,49,39m2,Dożynkowa"
697851.0,70.49,1,2024,3,parter,Czechów Południowy,"Chodźki Residence Lublin, ul. Chodźki M02"
520000.0,50.43,0,1993,2,2 piętro,Rury,Mieszkanie dwa pokoje Lublin Lsm
449000.0,41.0,0,2008,2,2 piętro,Wrotków,"Dwa pokoje, niski blok Romera!"
439000.0,45.0,1,1968,3,5 piętro,Śródmieście,Trzy pokoje Śródmieście - pod wynajem!
999000.0,74.52,0,2024,4,3 piętro,Stare Miasto,"Mieszkanie, apartament w centrum"
645000.0,61.0,0,2004,3,3 piętro,Sławin,"Słoneczne 3 Pokojowe Mieszkanie, ul. Pergolowa 4"
599000.0,50.0,1,2010,2,1 piętro,Sławin,"Słoneczne 2 Pokoje ul. Kaskadowa, Botanik"
460000.0,63.0,0,1983,3,4 piętro,Czechów Południowy,Ustawne trzypokojowe mieszkanie
485000.0,50.8,0,1951,2,parter,Dziesiąta,2 pok. Dziesiąta 51m2 do wejścia.
640000.0,67.1,0,1984,3,3 piętro,Śródmieście,ścisłe centrum okolica ulicy Chopina.
524000.0,62.0,0,1980,3,1 piętro,Czuby Północne,"Czuby os. Skarpa, pierwsze piętro, niski blok."
739320.0,61.61,1,2017,3,3 piętro,Bronowice,Mieszkanie gotowe od zaraz
639000.0,56.0,1,2014,2,4 piętro,Czechów Południowy,Komfortowe 2-pokojowe mieszkanie 56 m²
468480.0,36.6,1,2026,2,2 piętro,Sławin,"36,60 M2 - Zielone Tarasy Botanik ** Przedsprzedaż"
614564.0,62.14,1,2025,3,2 piętro,Kośminek,Felin Park II | mieszkanie 3-pok. | M23
314100.0,31.41,1,2024,2,3 piętro,Kośminek,Lokal Studencki - Aura II Bud.4 - 31 m2
760000.0,82.0,0,1956,3,3 piętro,Wieniawa,Miasteczko Akademickie - możliwość podziału na dwa
370000.0,45.9,0,1970,3,2 piętro,Bronowice,"Mieszkanie 3 Pokojowe, Bronowice, Bez Prowizji!"
627800.0,66.0,1,,4,,Ponikwoda,Ogród/Piętro + Nowe 4 pokoje + Garaż 0zł
820000.0,75.0,0,1939,3,parter,Wieniawa,Przestronne 3 pokoje 75m2 Wieniawa- parter.
380000.0,33.4,1,1980,2,parter,Wrotków,2 pokoje 33.40 m2 ul.Samsonowicza. Wrotków.
532700.0,54.0,1,,3,,Ponikwoda,3 pokoje obok Olimpu + Garaż za 0zl+ HIT!!
450400.0,41.0,1,,2,,Ponikwoda,Najtańsze 2 pokoje + Garaż 10K + Dni Otwarte
348000.0,35.8,1,1976,2,9 piętro,Tatary,** 2-Pokoje Po Generalnym Remoncie **
489000.0,49.31,1,1984,2,7 piętro,Czechów Południowy,Dwupokojowe mieszkanie na Czechowie!
399000.0,48.0,0,1975,3,4 piętro,Kośminek,"3 Pokoje, 48 Mkw, Bronowice"
449000.0,37.1,1,1972,2,10 piętro,Wieniawa,2 pokoje blisko Uczelni
509000.0,58.0,0,1980,3,3 piętro,Rury,3 pokojowe mieszkanie LSM - Irydiona
609900.0,57.0,1,2024,3,parter,Węglin Południowy,Nowe mieszkanie 3 pokoje Jemiołuszki Węglin !!
515000.0,51.0,0,1956,2,3 piętro,Wieniawa,Dwa pokoje blisko Miasteczka Akademickiego
569000.0,57.1,0,1999,2,2 piętro,Czuby Południowe,"Poręba, od zaraz, 2 pokoje z możliwością trzech!"
530000.0,57.33,0,1995,2,3 piętro,Konstantynów,Atrakcyjne 2 pokojowe mieszkanie na Czubach Płn.
549000.0,57.0,0,2024,2,parter,Węglin Południowy,"2 pok, 57 m2 na parterze, Jemiołuszki, faktura vat"
601680.0,65.4,1,2024,3,parter,Czechów Północny,Mieszkanie 3/4 Pokojowe Koncertowa Na Już Bez Pcc!
555000.0,60.4,0,1987,3,3 piętro,Czuby Północne,Trzy pokoje z garderobą i dużym balkonem
482000.0,49.3,1,1980,2,,Czuby Północne,Czuby mieszkanie 2 pokoje na ul. SympatyczneJ
569000.0,44.14,1,2021,2,parter,Wrotków,Mieszkanie 2 Pokoje ***Wysoki Standard*** Wrotków
456000.0,36.48,0,2026,2,3 piętro,Sławin,"Apartamenty Poligonowa Etap 5, M110"
559000.0,52.0,1,2010,2,9 piętro,Bronowice,Wyjątkowe mieszkanie w Lublinie - Pogodna
373500.0,32.0,1,2023,1,2 piętro,Kośminek,Mieszkanie 1-2 Pokoje ***Felin***
695205.0,66.21,1,2013,3,3 piętro,Ponikwoda,"Mieszkanie na sprzedaż – Lublin, ul. Błuszczowa"
648986.0,59.54,0,2026,4,3 piętro,Sławin,"Apartamenty Poligonowa Etap 5, M107"
515000.0,51.0,0,1967,2,3 piętro,Wieniawa,"2 pokoje w ścisłym centrum, Śródmieście"
659000.0,52.15,1,2024,3,5 piętro,Dziesiąta,Nowe 3 Pokojowe Mieszkanie Przy Wyścigowej.
582516.0,58.31,1,2025,3,1 piętro,Kośminek,Felin Park II | mieszkanie 3-pok. | M36
416600.0,41.66,1,2024,3,3 piętro,Kośminek,Lokal Studencki - Aura II Bud.4 - 41m2
1115528.0,62.32,1,2022,2,2 piętro,Śródmieście,Apartament 2- pok. centrum- Litevski Art Residence
626532.0,57.48,1,2022,3,parter,Sławin,Nowe mieszkanie w inw. Rezydencja Chabrowa | A.M1
640000.0,67.1,0,1985,3,3 piętro,Śródmieście,Trzypokojowe mieszkanie w Centrum miasta
515000.0,51.0,0,1960,2,3 piętro,Wieniawa,2 Pokoje 51 M2 Wieniawa blisko uczelni
399000.0,49.7,1,1978,3,5 piętro,Kalinowszczyzna,"3 Pokoje 49,7 m2 Kalinowszczyzna blisko Um"
399000.0,32.04,1,1973,2,7 piętro,Dziesiąta,ul. Błękitna/ 2 pokoje/ do wejścia
509000.0,47.2,1,1979,2,4 piętro,Czechów Południowy,Słoneczne 2 pok. Czechów 47m2.
530000.0,48.2,1,1977,3,10+ piętro,Stare Miasto,"Mieszkanie 3 pokoje, 48m2 - Lsm os. Prusa"
575000.0,54.65,1,2014,3,parter,Dziesiąta,3 pok. Dziesiąta 55m2 Nowe Budownictwo.
608000.0,58.0,0,,3,parter,Rury,3 pokojowe mieszkanie po remoncie - LSM
