Price,Area,Elevator,Year,Rooms,Floor,Region
632225.0,66.55000305175781,1.0,2023,3.0,1 piętro,Dziesiąta
432075.0,41.150001525878906,1.0,2025,2.0,2 piętro,Ponikwoda
559000.0,49.619998931884766,0.0,2026,3.0,3 piętro,Ponikwoda
690000.0,65.55999755859375,1.0,2020,3.0,3 piętro,Felin
519000.0,48.16999816894531,0.0,1977,3.0,2 piętro,Wrotków
465000.0,37.540000915527344,0.0,2026,2.0,5 piętro,Ponikwoda
460000.0,34.790000915527344,1.0,2024,2.0,2 piętro,Czechów Południowy
599000.0,52.52000045776367,1.0,2009,2.0,parter,Ponikwoda
509000.0,48.900001525878906,0.0,1985,3.0,parter,Czuby Północne
519000.0,60.0,1.0,1984,3.0,4 piętro,Rury
365000.0,46.279998779296875,0.0,1964,3.0,3 piętro,Tatary
572000.0,64.0,0.0,1990,3.0,3 piętro,Czechów Północny
545432.0,47.02000045776367,1.0,2024,2.0,2 piętro,Sławin
450000.0,48.709999084472656,0.0,1962,3.0,4 piętro,Bronowice
466070.0,42.369998931884766,1.0,2026,2.0,1 piętro,Czechów Północny
656568.0,66.31999969482422,1.0,2024,3.0,parter,Czechów Południowy
1381799.0,99.41000366210938,1.0,2024,4.0,5 piętro,Wieniawa
690000.0,73.98999786376953,1.0,2015,3.0,3 piętro,Ponikwoda
899000.0,68.0,1.0,2013,3.0,10 piętro,Rury
775448.3125,51.70000076293945,1.0,2022,2.0,5 piętro,Konstantynów
552746.0,55.33000183105469,1.0,2025,3.0,2 piętro,Kośminek
500000.0,47.0,0.0,1970,3.0,2 piętro,Bronowice
475440.0,51.810001373291016,1.0,2024,3.0,3 piętro,Czechów Południowy
489000.0,46.099998474121094,0.0,2005,2.0,3 piętro,Czuby Południowe
260000.0,44.0,0.0,1964,2.0,1 piętro,Wieniawa
569000.0,49.689998626708984,0.0,1958,2.0,3 piętro,Wieniawa
639000.0,62.20000076293945,1.0,1978,4.0,4 piętro,Czechów Południowy
327654.0,25.049999237060547,1.0,2026,1.0,parter,Ponikwoda
747000.0,65.0,1.0,2024,3.0,2 piętro,Węglin Południowy
515000.0,51.0,0.0,1961,2.0,3 piętro,Wieniawa
537715.0,50.91999816894531,1.0,2026,3.0,3 piętro,Wrotków
699000.0,61.790000915527344,1.0,2023,3.0,parter,Czechów Północny
545000.0,62.900001525878906,0.0,1960,3.0,1 piętro,Bronowice
425000.0,47.29999923706055,0.0,2000,2.0,1 piętro,Czechów Północny
574000.0,58.0,1.0,2025,4.0,1 piętro,Ponikwoda
511200.0,50.0,1.0,2025,3.0,4 piętro,Ponikwoda
421200.0,36.0,1.0,1986,2.0,2 piętro,Ponikwoda
440000.0,44.900001525878906,0.0,1983,2.0,1 piętro,Tatary
385000.0,48.0,0.0,1975,3.0,4 piętro,Kalinowszczyzna
489000.0,53.20000076293945,1.0,1975,3.0,1 piętro,Rury
752850.0,31.5,1.0,2023,2.0,2 piętro,Śródmieście
425000.0,35.099998474121094,0.0,1977,2.0,4 piętro,Czechów Południowy
450000.0,45.0,1.0,1980,3.0,5 piętro,Śródmieście
639000.0,65.12000274658203,0.0,1904,3.0,parter,Śródmieście
459000.0,45.68000030517578,0.0,1978,2.0,3 piętro,Kalinowszczyzna
608000.0,51.15999984741211,1.0,2013,2.0,1 piętro,Ponikwoda
465000.0,47.5,1.0,1983,2.0,1 piętro,Czechów Północny
635371.0,71.38999938964844,1.0,2024,2.0,parter,Czechów Południowy
659000.0,60.209999084472656,0.0,2008,4.0,3 piętro,Ponikwoda
1350000.0,117.0,1.0,2013,4.0,2 piętro,Stare Miasto
699000.0,75.5,0.0,1988,3.0,2 piętro,Rury
481961.0,49.22999954223633,1.0,2025,3.0,1 piętro,Kośminek
560000.0,59.0,0.0,1936,2.0,1 piętro,Śródmieście
379785.0,36.16999816894531,1.0,2025,2.0,2 piętro,Ponikwoda
699999.0,56.0,0.0,2024,3.0,1 piętro,Ponikwoda
353925.0,35.75,0.0,1988,2.0,3 piętro,Dziesiąta
994390.0,110.5,0.0,2000,4.0,3 piętro,Czuby Północne
639000.0,61.279998779296875,0.0,1994,4.0,4 piętro,Wrotków
615000.0,57.20000076293945,0.0,2010,2.0,1 piętro,Rury
680000.0,49.38999938964844,1.0,2023,3.0,parter,Ponikwoda
697851.0,70.48999786376953,1.0,2024,3.0,parter,Czechów Południowy
520000.0,50.43000030517578,0.0,1993,2.0,2 piętro,Rury
449000.0,41.0,0.0,2008,2.0,2 piętro,Wrotków
439000.0,45.0,1.0,1968,3.0,5 piętro,Śródmieście
999000.0,74.5199966430664,0.0,2024,4.0,3 piętro,Stare Miasto
645000.0,61.0,0.0,2004,3.0,3 piętro,Sławin
599000.0,50.0,1.0,2010,2.0,1 piętro,Sławin
460000.0,63.0,0.0,1983,3.0,4 piętro,Czechów Południowy
485000.0,50.79999923706055,0.0,1951,2.0,parter,Dziesiąta
640000.0,67.0999984741211,0.0,1984,3.0,3 piętro,Śródmieście
524000.0,62.0,0.0,1980,3.0,1 piętro,Czuby Północne
640000.0,67.0999984741211,0.0,1984,3.0,3 piętro,Śródmieście
739320.0,61.61000061035156,1.0,2017,3.0,3 piętro,Bronowice
639000.0,56.0,1.0,2014,2.0,4 piętro,Czechów Południowy
699000.0,58.470001220703125,1.0,2024,3.0,2 piętro,Felin
369000.0,26.5,1.0,1980,1.0,7 piętro,Czechów Północny
468480.0,36.599998474121094,1.0,2026,2.0,2 piętro,Sławin
614564.0,62.13999938964844,1.0,2025,3.0,2 piętro,Kośminek
314100.0,31.40999984741211,1.0,2024,2.0,3 piętro,Kośminek
760000.0,82.0,0.0,1956,3.0,3 piętro,Wieniawa
370000.0,45.900001525878906,0.0,1970,3.0,2 piętro,Bronowice
627800.0,66.0,1.0,2012,4.0,3 piętro,Ponikwoda
820000.0,75.0,0.0,1939,3.0,parter,Wieniawa
380000.0,33.400001525878906,1.0,1980,2.0,parter,Wrotków
532700.0,54.0,1.0,2010,3.0,3 piętro,Ponikwoda
450400.0,41.0,1.0,2009,2.0,3 piętro,Ponikwoda
348000.0,35.79999923706055,1.0,1976,2.0,9 piętro,Tatary
489000.0,49.310001373291016,1.0,1984,2.0,7 piętro,Czechów Południowy
399000.0,48.0,0.0,1975,3.0,4 piętro,Kośminek
449000.0,37.099998474121094,1.0,1972,2.0,10 piętro,Wieniawa
509000.0,58.0,0.0,1980,3.0,3 piętro,Rury
609900.0,57.0,1.0,2024,3.0,parter,Węglin Południowy
515000.0,51.0,0.0,1956,2.0,3 piętro,Wieniawa
569000.0,57.099998474121094,0.0,1999,2.0,2 piętro,Czuby Południowe
530000.0,57.33000183105469,0.0,1995,2.0,3 piętro,Konstantynów
549000.0,57.0,0.0,2024,2.0,parter,Węglin Południowy
601680.0,65.4000015258789,1.0,2024,3.0,parter,Czechów Północny
555000.0,60.400001525878906,0.0,1987,3.0,3 piętro,Czuby Północne
482000.0,49.29999923706055,1.0,1980,2.0,1 piętro,Czuby Północne
569000.0,44.13999938964844,1.0,2021,2.0,parter,Wrotków
683400.0,67.0,0.0,1984,3.0,3 piętro,Śródmieście
456000.0,36.47999954223633,0.0,2026,2.0,3 piętro,Sławin
574000.0,58.0,1.0,2025,4.0,1 piętro,Ponikwoda
511200.0,50.0,1.0,2025,3.0,4 piętro,Ponikwoda
559000.0,52.0,1.0,2010,2.0,9 piętro,Bronowice
421200.0,36.0,1.0,1986,2.0,2 piętro,Ponikwoda
515700.0,51.56999969482422,1.0,2024,3.0,1 piętro,Czechów Południowy
767000.0,63.790000915527344,1.0,1977,4.0,9 piętro,Wieniawa
475440.0,51.810001373291016,1.0,2024,3.0,3 piętro,Czechów Południowy
421200.0,36.0,1.0,1986,2.0,2 piętro,Ponikwoda
373500.0,32.0,1.0,2023,1.0,2 piętro,Kośminek
695205.0,66.20999908447266,1.0,2013,3.0,3 piętro,Ponikwoda
648986.0,59.540000915527344,0.0,2026,4.0,3 piętro,Sławin
515000.0,51.0,0.0,1967,2.0,3 piętro,Wieniawa
659000.0,52.150001525878906,1.0,2024,3.0,5 piętro,Dziesiąta
582516.0,58.310001373291016,1.0,2025,3.0,1 piętro,Kośminek
416600.0,41.65999984741211,1.0,2024,3.0,3 piętro,Kośminek
1115528.0,62.31999969482422,1.0,2022,2.0,2 piętro,Śródmieście
626532.0,57.47999954223633,1.0,2022,3.0,parter,Sławin
640000.0,67.0999984741211,0.0,1985,3.0,3 piętro,Śródmieście
515000.0,51.0,0.0,1960,2.0,3 piętro,Wieniawa
399000.0,49.70000076293945,1.0,1978,3.0,5 piętro,Kalinowszczyzna
399000.0,32.040000915527344,1.0,1973,2.0,7 piętro,Dziesiąta
509000.0,47.20000076293945,1.0,1979,2.0,4 piętro,Czechów Południowy
489000.0,49.310001373291016,1.0,1984,2.0,7 piętro,Czechów Południowy
530000.0,48.20000076293945,1.0,1977,3.0,10+ piętro,Stare Miasto
575000.0,54.650001525878906,1.0,2014,3.0,parter,Dziesiąta
608000.0,58.0,0.0,2021,3.0,parter,Rury
550000.0,55.0,0.0,2003,2.0,parter,Sławin
649000.0,52.0,1.0,2018,2.0,5 piętro,Sławin
549000.0,48.79999923706055,1.0,1975,3.0,3 piętro,Rury
589000.0,62.970001220703125,0.0,2018,4.0,2 piętro,Dziesiąta
725000.0,56.619998931884766,1.0,2024,3.0,3 piętro,Węglin Południowy
374400.0,36.0,1.0,1972,2.0,9 piętro,Kalinowszczyzna
920000.0,63.709999084472656,1.0,2020,3.0,4 piętro,Wrotków
532700.0,54.0,1.0,2010,3.0,3 piętro,Ponikwoda
450400.0,41.0,1.0,2009,2.0,3 piętro,Ponikwoda
875000.0,70.0,1.0,2022,3.0,3 piętro,Sławin
421200.0,36.0,1.0,1986,2.0,2 piętro,Ponikwoda
675000.0,60.689998626708984,1.0,2018,3.0,parter,Wrotków
728500.0,77.5,1.0,2025,4.0,3 piętro,Czechów Północny
775448.3125,51.70000076293945,1.0,2022,2.0,5 piętro,Konstantynów
788817.0,56.52000045776367,1.0,2024,3.0,2 piętro,Węglin Południowy
435000.0,38.70000076293945,0.0,1960,2.0,3 piętro,Rury
420000.0,38.599998474121094,0.0,1968,2.0,1 piętro,Kalinowszczyzna
525000.0,58.400001525878906,0.0,1997,3.0,2 piętro,Dziesiąta
619000.0,50.689998626708984,1.0,2023,2.0,1 piętro,Szerokie
484875.0,38.790000915527344,0.0,2026,2.0,3 piętro,Sławin
277620.0,26.440000534057617,1.0,2025,1.0,3 piętro,Kośminek
509000.0,47.20000076293945,1.0,1979,2.0,4 piętro,Czechów Południowy
499000.0,59.900001525878906,0.0,1980,3.0,4 piętro,Czechów Południowy
640000.0,67.0999984741211,0.0,1984,3.0,3 piętro,Śródmieście
270000.0,25.34000015258789,1.0,1963,1.0,6 piętro,Czuby Północne
574000.0,58.0,1.0,2025,4.0,1 piętro,Ponikwoda
511200.0,50.0,1.0,2025,3.0,4 piętro,Ponikwoda
421200.0,36.0,1.0,1986,2.0,2 piętro,Ponikwoda
659000.0,66.0,1.0,2023,3.0,4 piętro,Wrotków
329000.0,43.0,0.0,1965,2.0,3 piętro,Kośminek
190237.5,71.33999633789062,0.0,1929,4.0,1 piętro,Czuby Południowe
505000.0,42.0,1.0,2020,2.0,parter,Wrotków
389000.0,48.0,0.0,1969,3.0,4 piętro,Kalinowszczyzna
529000.0,48.61000061035156,0.0,2016,3.0,1 piętro,Dziesiąta
439000.0,48.0,0.0,1974,3.0,4 piętro,Rury
531000.0,69.5999984741211,0.0,1962,3.0,3 piętro,Rury
659726.0,96.16999816894531,0.0,1930,4.0,3 piętro,Śródmieście
475000.0,75.55999755859375,1.0,1970,4.0,1 piętro,Bronowice
570000.0,72.0,0.0,1965,3.0,2 piętro,Wieniawa
788817.0,56.52000045776367,1.0,2024,3.0,2 piętro,Węglin Południowy
585000.0,55.40999984741211,1.0,2024,3.0,3 piętro,Felin
680000.0,48.439998626708984,1.0,2023,2.0,4 piętro,Czechów Południowy
541292.0,53.119998931884766,1.0,2025,3.0,2 piętro,Kośminek
277620.0,26.440000534057617,1.0,2024,1.0,4 piętro,Kośminek
1268931.0,70.88999938964844,1.0,2022,2.0,2 piętro,Śródmieście
643860.0,65.69999694824219,1.0,2026,3.0,1 piętro,Wrotków
623000.0,89.0999984741211,1.0,1981,7.0,2 piętro,Czuby Północne
580000.0,42.150001525878906,0.0,2000,2.0,1 piętro,Rury
648000.0,65.0,0.0,1996,3.0,3 piętro,Wieniawa
570000.0,56.0,0.0,2000,2.0,1 piętro,Czechów Południowy
520000.0,56.79999923706055,0.0,1976,3.0,1 piętro,Bronowice
731500.0,36.70000076293945,1.0,1936,2.0,1 piętro,Śródmieście
1555000.0,92.31999969482422,1.0,2024,5.0,2 piętro,Wieniawa
344817.0,34.83000183105469,1.0,2025,2.0,2 piętro,Ponikwoda
920000.0,93.9000015258789,0.0,2004,2.0,2 piętro,Konstantynów
699000.0,62.65999984741211,1.0,2017,3.0,parter,Felin
579000.0,55.20000076293945,1.0,1960,3.0,3 piętro,Rury
500750.0,40.060001373291016,0.0,2026,2.0,2 piętro,Sławin
605420.0,56.36000061035156,1.0,2025,3.0,3 piętro,Czechów Północny
498204.0,39.540000915527344,1.0,2025,2.0,4 piętro,Konstantynów
452025.0,44.099998474121094,0.0,2026,2.0,parter,Wrotków
541292.0,53.119998931884766,1.0,2025,3.0,2 piętro,Kośminek
639000.0,59.0,1.0,1995,4.0,4 piętro,Kalinowszczyzna
699000.0,58.470001220703125,1.0,2024,3.0,2 piętro,Felin
617100.0,37.400001525878906,1.0,2025,1.0,2 piętro,Śródmieście
1439305.0,70.20999908447266,1.0,2022,2.0,2 piętro,Śródmieście
405225.0,45.029998779296875,1.0,2024,2.0,3 piętro,Węglin Południowy
657360.0,66.4000015258789,1.0,2026,3.0,4 piętro,Wrotków
360000.0,45.0,0.0,1995,3.0,parter,Rury
572000.0,64.0,0.0,1990,3.0,3 piętro,Czechów Północny
499999.0,42.310001373291016,1.0,2012,2.0,1 piętro,Węglin Południowy
695000.0,107.0,0.0,2005,3.0,4 piętro,Wrotków
530000.0,54.70000076293945,0.0,2006,2.0,2 piętro,Czuby Północne
407000.0,29.350000381469727,1.0,2022,1.0,4 piętro,Czuby Północne
419000.0,44.79999923706055,0.0,1963,2.0,3 piętro,Rury
539000.0,52.79999923706055,0.0,1965,3.0,1 piętro,Śródmieście
390000.0,38.33000183105469,0.0,2001,2.0,parter,Ponikwoda
549000.0,50.0,0.0,2000,2.0,3 piętro,Czuby Południowe
499000.0,45.0,1.0,2025,3.0,2 piętro,Wrotków
728500.0,77.5,1.0,2025,4.0,3 piętro,Czechów Północny
575000.0,60.0,0.0,1988,3.0,2 piętro,Czechów Północny
465500.0,37.2400016784668,0.0,2026,2.0,2 piętro,Sławin
588000.0,58.0,1.0,2000,1.0,4 piętro,Ponikwoda
330100.0,25.0,1.0,1988,1.0,3 piętro,Ponikwoda
444500.0,37.0,1.0,1993,2.0,parter,Ponikwoda
528300.0,50.0,1.0,2025,3.0,2 piętro,Ponikwoda
565000.0,68.5999984741211,0.0,2010,3.0,parter,Rury
590000.0,58.5,1.0,2014,3.0,parter,Węglin Południowy
510000.0,51.369998931884766,0.0,2010,2.0,parter,Sławin
1439305.0,70.20999908447266,1.0,2022,2.0,2 piętro,Śródmieście
458900.0,48.54999923706055,0.0,1976,3.0,3 piętro,Dziesiąta
1350000.0,117.0,1.0,2013,4.0,2 piętro,Stare Miasto
468480.0,36.599998474121094,1.0,2026,2.0,2 piętro,Sławin
498500.0,55.5,0.0,1998,2.0,2 piętro,Śródmieście
552000.0,65.30000305175781,0.0,1990,3.0,1 piętro,Czuby Północne
415000.0,36.79999923706055,1.0,1971,2.0,2 piętro,Rury
950000.0,90.83000183105469,0.0,1930,7.0,4 piętro,Śródmieście
739815.0,57.349998474121094,1.0,2024,3.0,1 piętro,Węglin Południowy
733881.0,56.88999938964844,1.0,2024,3.0,1 piętro,Węglin Południowy
529382.0,37.84000015258789,1.0,2024,2.0,2 piętro,Węglin Południowy
550000.0,51.41999816894531,0.0,2004,2.0,2 piętro,Sławin
440000.0,41.16999816894531,0.0,1954,2.0,3 piętro,Śródmieście
720000.0,56.06999969482422,1.0,2024,3.0,2 piętro,Sławin
478595.0,43.0099983215332,1.0,1987,2.0,3 piętro,Czechów Północny
647000.0,70.5,0.0,1989,3.0,2 piętro,Czuby Północne
600960.0,62.599998474121094,1.0,2024,3.0,2 piętro,Czechów Południowy
574080.0,59.79999923706055,1.0,2024,3.0,1 piętro,Czechów Południowy
1369095.0,70.20999908447266,1.0,2022,2.0,1 piętro,Śródmieście
607146.0,64.58999633789062,1.0,2024,2.0,5 piętro,Węglin Południowy
617100.0,37.400001525878906,1.0,2025,1.0,1 piętro,Śródmieście
650430.0,65.69999694824219,1.0,2026,3.0,4 piętro,Wrotków
572692.0,49.369998931884766,1.0,2022,2.0,3 piętro,Sławin
495000.0,32.0,1.0,2024,2.0,parter,Śródmieście
800000.0,85.0,0.0,2007,3.0,2 piętro,Śródmieście
520000.0,60.79999923706055,1.0,1985,3.0,1 piętro,Czuby Północne
659000.0,62.79999923706055,0.0,2011,3.0,parter,Węglin Południowy
549000.0,54.5,0.0,2000,2.0,parter,Czuby Południowe
775000.0,62.0,1.0,2018,3.0,3 piętro,Bronowice
270000.0,20.0,0.0,1900,1.0,parter,Stare Miasto
217000.0,31.0,0.0,1900,1.0,3 piętro,Stare Miasto
1590000.0,110.0,1.0,2016,4.0,2 piętro,Śródmieście
230000.0,29.780000686645508,0.0,1900,2.0,3 piętro,Stare Miasto
740000.0,54.59000015258789,1.0,2016,2.0,4 piętro,Czechów Południowy
920000.0,97.0,1.0,2009,3.0,3 piętro,Czuby Północne
990000.0,104.80999755859375,0.0,2000,3.0,3 piętro,Śródmieście
498500.0,55.5,0.0,1998,2.0,2 piętro,Śródmieście
824500.0,71.69999694824219,0.0,1970,3.0,parter,Śródmieście
899000.0,68.0,1.0,2013,3.0,10 piętro,Rury
699000.0,58.470001220703125,1.0,2024,3.0,2 piętro,Felin
449000.0,63.0,0.0,1984,3.0,parter,Wieniawa
539000.0,62.0,0.0,1962,3.0,1 piętro,Rury
420000.0,37.099998474121094,1.0,1969,2.0,7 piętro,Rury
569000.0,54.59000015258789,0.0,2006,2.0,3 piętro,Wieniawa
499000.0,61.0,0.0,1965,3.0,3 piętro,Rury
390000.0,36.0,1.0,1980,1.0,3 piętro,Czechów Północny
639000.0,61.0,0.0,2007,3.0,1 piętro,Sławin
589000.0,72.33999633789062,0.0,1980,3.0,4 piętro,Czechów Północny
415000.0,46.70000076293945,0.0,1965,2.0,parter,Wrotków
639000.0,49.86000061035156,1.0,2018,3.0,2 piętro,Bronowice
338700.0,43.25,1.0,1968,3.0,6 piętro,Tatary
569000.0,49.689998626708984,0.0,1961,2.0,3 piętro,Wieniawa
430000.0,47.900001525878906,1.0,1980,3.0,6 piętro,Czechów Południowy
682145.0,63.90999984741211,1.0,2024,3.0,2 piętro,Czechów Północny
285000.0,23.81999969482422,0.0,1950,1.0,parter,Dziesiąta
539000.0,50.290000915527344,0.0,1994,3.0,4 piętro,Czuby Południowe
680000.0,38.20000076293945,1.0,2021,2.0,1 piętro,Wieniawa
570000.0,59.38999938964844,1.0,2008,2.0,parter,Ponikwoda
395416.0,43.939998626708984,1.0,2025,2.0,4 piętro,Węglin Południowy
701310.0,72.30000305175781,1.0,2026,4.0,1 piętro,Wrotków
620736.0,58.560001373291016,1.0,2024,4.0,4 piętro,Wrotków
839000.0,116.0,0.0,1996,5.0,4 piętro,Wieniawa
320000.0,35.099998474121094,0.0,1968,2.0,2 piętro,Tatary
540000.0,63.720001220703125,0.0,1984,3.0,4 piętro,Wieniawa
609400.0,58.279998779296875,0.0,2008,3.0,2 piętro,Dziesiąta
591970.375,29.600000381469727,1.0,2024,2.0,6 piętro,Śródmieście
689000.0,61.08000183105469,1.0,2020,3.0,1 piętro,Ponikwoda
447549.78125,37.88999938964844,1.0,2026,2.0,2 piętro,Czechów Południowy
750000.0,61.38999938964844,1.0,2016,3.0,4 piętro,Węglin Południowy
449000.0,63.0,0.0,1984,3.0,parter,Wieniawa
579900.0,51.45000076293945,1.0,2025,3.0,2 piętro,Sławin
369000.0,26.5,1.0,1980,1.0,7 piętro,Czechów Północny
427500.0,37.5,0.0,2026,2.0,2 piętro,Sławin
650720.0,66.4000015258789,1.0,2026,3.0,1 piętro,Wrotków
437476.0,46.540000915527344,1.0,2025,2.0,2 piętro,Kośminek
619358.0,58.43000030517578,1.0,2024,4.0,2 piętro,Wrotków
455000.0,47.79999923706055,0.0,1965,3.0,3 piętro,Rury
549010.0,49.90999984741211,1.0,2019,2.0,1 piętro,Sławin
375309.0,37.90999984741211,1.0,2025,2.0,3 piętro,Ponikwoda
799000.0,100.0,0.0,2001,3.0,3 piętro,Bronowice
330000.0,32.40999984741211,1.0,1975,2.0,5 piętro,Ponikwoda
478595.0,43.0099983215332,1.0,1987,2.0,2 piętro,Czechów Północny
580000.0,56.20000076293945,0.0,1998,3.0,parter,Sławin
1100000.0,88.0,0.0,1955,4.0,2 piętro,Wieniawa
647000.0,70.5,0.0,1989,3.0,2 piętro,Czuby Północne
439000.0,35.2400016784668,1.0,2011,2.0,4 piętro,Węglin Południowy
907416.0,84.0199966430664,1.0,2024,4.0,5 piętro,Węglin Południowy
420840.0,33.400001525878906,0.0,2026,2.0,3 piętro,Sławin
520000.0,76.5,0.0,1960,3.0,parter,Śródmieście
669000.0,54.0,1.0,2024,3.0,7 piętro,Felin
355000.0,32.400001525878906,1.0,1975,2.0,8 piętro,Konstantynów
520000.0,38.5,1.0,1980,2.0,2 piętro,Rury
419000.0,32.0,1.0,1974,2.0,2 piętro,Rury
649000.0,60.0,1.0,1975,4.0,4 piętro,Kalinowszczyzna
385000.0,32.29999923706055,0.0,1973,2.0,parter,Kalinowszczyzna
617100.0,37.400001525878906,1.0,2025,1.0,2 piętro,Śródmieście
775448.3125,51.70000076293945,1.0,2022,2.0,5 piętro,Konstantynów
666666.0,67.33999633789062,1.0,2024,3.0,2 piętro,Konstantynów
509000.0,50.0,0.0,1960,2.0,parter,Bronowice
417720.0,35.400001525878906,1.0,2025,2.0,1 piętro,Wrotków
720000.0,68.0999984741211,1.0,1991,3.0,3 piętro,Czuby Południowe
590000.0,56.29999923706055,0.0,1967,3.0,3 piętro,Rury
579000.0,71.5,0.0,1986,4.0,4 piętro,Czuby Południowe
649999.0,60.279998779296875,1.0,2023,3.0,parter,Czechów Północny
890000.0,84.0,1.0,2016,4.0,3 piętro,Ponikwoda
812700.0,63.0,0.0,2023,3.0,4 piętro,Wrotków
515000.0,54.20000076293945,0.0,2021,3.0,1 piętro,Sławin
429000.0,56.869998931884766,0.0,1960,3.0,4 piętro,Bronowice
675000.0,68.30000305175781,1.0,1971,3.0,3 piętro,Rury
605420.0,56.36000061035156,1.0,2025,3.0,2 piętro,Czechów Północny
643200.0,67.0999984741211,0.0,1984,3.0,3 piętro,Śródmieście
644980.0,54.20000076293945,1.0,2010,2.0,2 piętro,Węglin Południowy
668360.0,68.19999694824219,1.0,2026,4.0,1 piętro,Wrotków
541816.0,57.63999938964844,1.0,2025,3.0,parter,Kośminek
530875.0,42.470001220703125,0.0,2026,2.0,3 piętro,Sławin
494636.0,39.88999938964844,1.0,2025,2.0,3 piętro,Konstantynów
564463.125,49.63999938964844,1.0,2024,3.0,parter,Wrotków
439000.0,37.599998474121094,1.0,1961,2.0,9 piętro,Rury
1099000.0,116.0,0.0,2008,4.0,1 piętro,Ponikwoda
460000.0,45.5,1.0,1970,2.0,8 piętro,Konstantynów
720000.0,120.0,0.0,1996,6.0,2 piętro,Czuby Północne
349000.0,35.02000045776367,0.0,1957,2.0,3 piętro,Wieniawa
528300.0,50.0,1.0,2025,3.0,2 piętro,Ponikwoda
444500.0,37.0,1.0,1993,2.0,parter,Ponikwoda
330100.0,25.0,1.0,1988,1.0,3 piętro,Ponikwoda
588000.0,58.0,1.0,2000,4.0,4 piętro,Ponikwoda
666666.0,67.33999633789062,1.0,2024,3.0,2 piętro,Konstantynów
567000.0,52.5,0.0,2017,4.0,3 piętro,Rury
585000.0,55.40999984741211,1.0,2024,3.0,3 piętro,Felin
728500.0,77.5,1.0,2025,4.0,3 piętro,Czechów Północny
558000.0,56.0,0.0,2011,3.0,2 piętro,Śródmieście
319000.0,33.97999954223633,1.0,1957,2.0,parter,Tatary
466250.0,37.29999923706055,0.0,2026,2.0,1 piętro,Sławin
546000.0,51.04999923706055,1.0,2026,3.0,1 piętro,Ponikwoda
553000.0,53.59000015258789,1.0,2026,3.0,1 piętro,Ponikwoda
459000.0,47.0,0.0,1962,2.0,3 piętro,Śródmieście
490000.0,46.400001525878906,0.0,1981,2.0,2 piętro,Czuby Południowe
469000.0,54.400001525878906,0.0,1974,2.0,2 piętro,Rury
495000.0,35.290000915527344,1.0,2018,2.0,3 piętro,Węglin Południowy
590000.0,63.560001373291016,0.0,2001,3.0,2 piętro,Czuby Południowe
558000.0,56.0,0.0,2011,3.0,2 piętro,Śródmieście
562800.0,46.900001525878906,1.0,2017,2.0,2 piętro,Felin
767000.0,63.790000915527344,1.0,1977,4.0,9 piętro,Wieniawa
690000.0,73.98999786376953,1.0,2015,3.0,3 piętro,Ponikwoda
459000.0,48.70000076293945,0.0,1981,3.0,2 piętro,Czuby Północne
527952.0,48.0,1.0,2010,2.0,parter,Węglin Południowy
527520.0,48.15999984741211,1.0,2021,2.0,2 piętro,Czechów Północny
594700.0,59.470001220703125,1.0,2026,3.0,1 piętro,Węglin Południowy
699000.0,61.790000915527344,1.0,2023,3.0,parter,Czechów Północny
708540.0,72.30000305175781,1.0,2026,4.0,3 piętro,Wrotków
549970.0,63.95000076293945,1.0,2025,3.0,1 piętro,Kośminek
469250.0,37.540000915527344,0.0,2026,2.0,parter,Sławin
371250.0,29.700000762939453,0.0,2026,1.0,3 piętro,Sławin
680621.0,62.72999954223633,1.0,2025,3.0,6 piętro,Konstantynów
542275.0,49.75,1.0,2024,3.0,3 piętro,Wrotków
499000.0,65.5,0.0,1965,3.0,3 piętro,Rury
690000.0,76.0199966430664,0.0,1979,4.0,parter,Czechów Północny
549000.0,48.779998779296875,0.0,2012,2.0,parter,Sławin
399000.0,42.0,1.0,1965,3.0,1 piętro,Śródmieście
529000.0,48.16999816894531,0.0,1980,3.0,1 piętro,Wrotków
535000.0,50.5,0.0,2002,2.0,1 piętro,Sławin
459000.0,48.70000076293945,0.0,1981,3.0,2 piętro,Czuby Północne
670000.0,41.25,1.0,2024,2.0,2 piętro,Śródmieście
570000.0,55.0,1.0,2023,3.0,3 piętro,Kośminek
495000.0,36.290000915527344,1.0,2023,2.0,4 piętro,Kośminek
470535.0,49.529998779296875,1.0,2025,2.0,2 piętro,Kośminek
616515.0,53.61000061035156,0.0,2026,3.0,parter,Sławin
383130.0,29.700000762939453,0.0,2026,2.0,3 piętro,Sławin
422597.0,25.450000762939453,1.0,2012,1.0,parter,Wieniawa
546972.3125,49.77000045776367,1.0,2024,3.0,1 piętro,Wrotków
645000.0,67.0,0.0,1990,4.0,2 piętro,Rury
668000.0,64.0,1.0,2006,3.0,1 piętro,Wrotków
413000.0,35.939998626708984,0.0,1960,1.0,1 piętro,Wieniawa
566000.0,63.70000076293945,0.0,1990,3.0,3 piętro,Czechów Północny
529000.0,46.0,1.0,2010,2.0,1 piętro,Ponikwoda
510000.0,61.0,0.0,1963,3.0,3 piętro,Rury
520000.0,48.29999923706055,1.0,2019,2.0,3 piętro,Felin
788817.0,56.790000915527344,1.0,2024,3.0,2 piętro,Węglin Południowy
927384.0,45.459999084472656,1.0,2016,2.0,4 piętro,Śródmieście
525000.0,44.09000015258789,1.0,2015,2.0,3 piętro,Wrotków
