Price,Area,Elevator,Year,Rooms,Floor,Region
999000.0,140.0,0.0,2000,5.0,1 piętro,Węglin Północny
469000.0,47.08000183105469,1.0,1972,3.0,2 piętro,Kalinowszczyzna
735801.0,56.790000915527344,0.0,2023,3.0,3 piętro,Stare Miasto
522000.0,47.5,0.0,1970,2.0,3 piętro,Rury
587000.0,57.0,1.0,1982,3.0,10 piętro,Czechów Południowy
469900.0,49.0,0.0,1985,3.0,1 piętro,Czuby Północne
465000.0,39.790000915527344,0.0,2015,2.0,3 piętro,Śródmieście
529800.0,39.2400016784668,1.0,2024,2.0,8 piętro,Wieniawa
345000.0,32.63999938964844,0.0,1966,2.0,4 piętro,Wieniawa
515000.0,47.900001525878906,1.0,1970,3.0,9 piętro,Rury
729999.0,55.0,1.0,2023,3.0,1 piętro,Kośminek
569999.0,55.0,1.0,2023,3.0,2 piętro,Kośminek
999000.0,72.23999786376953,1.0,2024,4.0,3 piętro,Czechów Południowy
558360.0,59.400001525878906,0.0,2026,3.0,2 piętro,Wrotków
393450.0,30.5,1.0,2024,2.0,3 piętro,Śródmieście
369000.0,35.0,0.0,1981,2.0,parter,Tatary
617100.0,37.400001525878906,1.0,2025,1.0,2 piętro,Śródmieście
499000.0,39.11000061035156,1.0,2023,2.0,1 piętro,Kośminek
364000.0,30.399999618530273,0.0,1910,1.0,2 piętro,Śródmieście
235000.0,13.5,0.0,1957,1.0,parter,Stare Miasto
624730.0,57.34000015258789,1.0,2009,3.0,2 piętro,Czechów Północny
594300.0,56.599998474121094,1.0,2025,3.0,9 piętro,Kalinowszczyzna
710000.0,57.0,1.0,2016,3.0,1 piętro,Śródmieście
685000.0,62.0,1.0,2017,3.0,4 piętro,Rury
650000.0,54.5,1.0,2008,4.0,parter,Rury
490875.0,39.27000045776367,1.0,2024,2.0,parter,Czechów Południowy
400416.0,31.040000915527344,1.0,2024,1.0,parter,Czechów Południowy
388878.0,41.369998931884766,0.0,1991,2.0,parter,Dziesiąta
673620.0,66.69999694824219,1.0,2025,4.0,1 piętro,Śródmieście
558360.0,59.400001525878906,0.0,2026,3.0,1 piętro,Wrotków
475893.0,43.70000076293945,0.0,2005,2.0,2 piętro,Czechów Północny
415191.0,34.060001373291016,0.0,2025,2.0,3 piętro,Węglin Południowy
680000.0,48.439998626708984,1.0,2023,2.0,4 piętro,Czechów Południowy
640000.0,65.7699966430664,1.0,2016,3.0,parter,Sławin
494000.0,60.86000061035156,0.0,1986,3.0,4 piętro,Czechów Północny
459000.0,45.68000030517578,0.0,1978,2.0,3 piętro,Kalinowszczyzna
599000.0,55.779998779296875,1.0,2023,2.0,3 piętro,Sławin
499000.0,47.20000076293945,1.0,1979,2.0,4 piętro,Czechów Południowy
590000.0,65.5999984741211,0.0,1985,3.0,4 piętro,Czuby Północne
396519.1875,36.08000183105469,1.0,2024,2.0,6 piętro,Felin
549000.0,48.9900016784668,1.0,2014,2.0,2 piętro,Węglin Południowy
469000.0,47.869998931884766,0.0,1970,3.0,3 piętro,Wieniawa
536000.0,44.70000076293945,0.0,1999,2.0,2 piętro,Czechów Południowy
365000.0,36.9900016784668,0.0,1967,2.0,2 piętro,Tatary
629000.0,69.5999984741211,0.0,2024,3.0,1 piętro,Czechów Północny
635000.0,44.560001373291016,1.0,2016,2.0,parter,Ponikwoda
469000.0,35.099998474121094,1.0,2024,2.0,1 piętro,Wrotków
499000.0,39.11000061035156,1.0,2023,2.0,1 piętro,Kośminek
615000.0,58.0,1.0,1978,3.0,5 piętro,Czechów Południowy
630000.0,54.0,0.0,1984,3.0,3 piętro,Śródmieście
559000.0,54.0,1.0,1970,3.0,1 piętro,Rury
1199000.0,122.0,0.0,2005,4.0,3 piętro,Czechów Południowy
373500.0,31.65999984741211,0.0,2023,1.0,3 piętro,Kośminek
369000.0,26.5,1.0,1980,1.0,7 piętro,Czechów Północny
379000.0,50.34000015258789,0.0,1967,3.0,3 piętro,Tatary
471000.0,31.799999237060547,1.0,2024,2.0,parter,Węglin Południowy
469000.0,47.869998931884766,0.0,1974,3.0,3 piętro,Wieniawa
415000.0,46.70000076293945,0.0,1965,2.0,parter,Dziesiąta
515000.0,58.400001525878906,1.0,1986,3.0,parter,Czuby Północne
531000.0,69.5999984741211,0.0,1962,3.0,3 piętro,Rury
714000.0,78.5,0.0,1960,3.0,2 piętro,Śródmieście
699000.0,59.36000061035156,1.0,2016,3.0,4 piętro,Węglin Południowy
645000.0,53.38999938964844,1.0,2014,3.0,3 piętro,Węglin Południowy
435000.0,44.0,1.0,1980,2.0,5 piętro,Rury
445000.0,46.0,0.0,1965,3.0,2 piętro,Rury
519000.0,43.0,0.0,1965,2.0,parter,Wieniawa
399000.0,47.5,0.0,1974,3.0,2 piętro,Kalinowszczyzna
339000.0,48.0,0.0,1972,3.0,4 piętro,Dziesiąta
799000.0,62.5,1.0,2023,3.0,5 piętro,Wrotków
369000.0,26.5,1.0,1980,1.0,7 piętro,Czechów Północny
579000.0,58.0,1.0,1982,4.0,1 piętro,Czechów Południowy
639000.0,62.5,0.0,1960,3.0,2 piętro,Rury
795000.0,65.4800033569336,1.0,2013,3.0,1 piętro,Węglin Południowy
529000.0,46.70000076293945,0.0,1975,3.0,4 piętro,Rury
650000.0,68.0,0.0,1983,4.0,4 piętro,Czechów Północny
669000.0,56.25,1.0,2024,3.0,parter,Czechów Północny
688940.0,70.30000305175781,1.0,2024,4.0,4 piętro,Węglin Południowy
415569.0,28.270000457763672,1.0,2023,1.0,parter,Konstantynów
440000.0,52.0,0.0,1963,2.0,1 piętro,Kośminek
525000.0,56.5,0.0,2000,2.0,2 piętro,Czuby Południowe
440000.0,45.0,0.0,1983,2.0,parter,Stare Miasto
552000.0,45.65999984741211,0.0,2020,2.0,4 piętro,Wrotków
565250.0,59.5,0.0,2024,3.0,parter,Bronowice
795000.0,66.01000213623047,1.0,2022,3.0,1 piętro,Ponikwoda
499000.0,44.599998474121094,1.0,2024,2.0,3 piętro,Wrotków
619000.0,46.0,1.0,2024,2.0,6 piętro,Śródmieście
510000.0,55.54999923706055,0.0,2000,2.0,1 piętro,Czuby Południowe
1199000.0,122.0,0.0,2005,4.0,3 piętro,Czechów Południowy
393450.0,30.5,1.0,2024,2.0,3 piętro,Śródmieście
425000.0,50.900001525878906,1.0,1969,3.0,6 piętro,Kalinowszczyzna
559998.0,52.83000183105469,1.0,2026,3.0,6 piętro,Czechów Północny
440000.0,45.0,0.0,1983,2.0,parter,Stare Miasto
379000.0,47.779998779296875,0.0,1954,2.0,3 piętro,Kośminek
469000.0,47.08000183105469,1.0,1972,3.0,2 piętro,Kalinowszczyzna
624730.0,57.34000015258789,1.0,2009,3.0,3 piętro,Czechów Północny
696513.0,54.93000030517578,0.0,2023,3.0,5 piętro,Kośminek
585000.0,33.33000183105469,1.0,2023,2.0,10+ piętro,Czechów Południowy
449000.0,48.0,0.0,1974,2.0,3 piętro,Czuby Północne
593000.0,55.97999954223633,1.0,2024,3.0,1 piętro,Czechów Północny
482000.0,48.29999923706055,0.0,1970,3.0,2 piętro,Rury
478710.0,48.599998474121094,0.0,2026,2.0,1 piętro,Wrotków
560281.0,57.22999954223633,0.0,1958,3.0,parter,Czechów Północny
760104.0,84.55000305175781,0.0,1977,5.0,parter,Wrotków
565476.0,48.790000915527344,0.0,2024,3.0,2 piętro,Węglin Południowy
859050.0,114.54000091552734,0.0,2013,4.0,4 piętro,Śródmieście
699000.0,65.30000305175781,1.0,1962,3.0,2 piętro,Wieniawa
545000.0,65.75,0.0,2001,3.0,1 piętro,Szerokie
559900.0,48.0,1.0,2026,2.0,6 piętro,Czechów Południowy
433000.0,34.5,1.0,2024,2.0,3 piętro,Stare Miasto
649000.0,66.06999969482422,0.0,1964,3.0,2 piętro,Śródmieście
639000.0,54.599998474121094,0.0,1955,2.0,3 piętro,Śródmieście
680000.0,56.349998474121094,1.0,2024,3.0,2 piętro,Sławin
499000.0,57.900001525878906,0.0,1979,3.0,4 piętro,Rury
531000.0,36.61000061035156,1.0,2024,2.0,1 piętro,Czechów Południowy
575000.0,60.099998474121094,0.0,1990,3.0,4 piętro,Czuby Południowe
1220000.0,119.69999694824219,0.0,1992,5.0,4 piętro,Czuby Południowe
695000.0,87.5999984741211,0.0,1992,3.0,3 piętro,Czechów Południowy
464000.0,40.630001068115234,0.0,1963,3.0,3 piętro,Wieniawa
529000.0,53.0,0.0,1965,2.0,1 piętro,Śródmieście
605000.0,54.91999816894531,1.0,2023,3.0,6 piętro,Kośminek
695000.0,62.31999969482422,0.0,1936,3.0,2 piętro,Śródmieście
960000.0,95.29000091552734,0.0,1935,4.0,parter,Wieniawa
770000.0,77.12000274658203,0.0,2024,4.0,1 piętro,Sławin
300000.0,39.0,0.0,1975,2.0,parter,Dziesiąta
395000.0,31.0,1.0,1985,2.0,6 piętro,Kalinowszczyzna
440000.0,45.0,0.0,1983,2.0,parter,Stare Miasto
620000.0,49.86000061035156,1.0,2018,3.0,2 piętro,Bronowice
515700.0,51.56999969482422,1.0,2024,3.0,1 piętro,Czechów Południowy
439200.0,40.0,1.0,2026,2.0,2 piętro,Śródmieście
790000.0,74.0,0.0,1990,4.0,4 piętro,Rury
790438.0,64.79000091552734,1.0,2025,4.0,5 piętro,Śródmieście
548251.0,43.34000015258789,1.0,2021,2.0,1 piętro,Śródmieście
507722.0,37.060001373291016,1.0,2009,2.0,3 piętro,Śródmieście
629000.0,55.04999923706055,1.0,2023,3.0,6 piętro,Kośminek
990000.0,100.76000213623047,0.0,2005,4.0,1 piętro,Konstantynów
620000.0,62.5,0.0,1994,3.0,1 piętro,Czechów Południowy
770000.0,62.0,1.0,2020,3.0,7 piętro,Bronowice
379000.0,49.0,0.0,1970,3.0,3 piętro,Tatary
624360.0,52.029998779296875,1.0,2011,3.0,2 piętro,Sławin
479000.0,38.31999969482422,1.0,1987,2.0,1 piętro,Sławin
629584.0,57.7599983215332,1.0,1984,4.0,1 piętro,Sławin
470000.0,49.79999923706055,0.0,1978,2.0,2 piętro,Rury
750000.0,56.0,0.0,2016,2.0,3 piętro,Stare Miasto
689000.0,69.61000061035156,0.0,2024,3.0,3 piętro,Sławin
395000.0,37.0,0.0,1975,2.0,3 piętro,Wieniawa
715777.0,55.20000076293945,0.0,2018,3.0,parter,Sławin
649000.0,53.38999938964844,1.0,2014,3.0,3 piętro,Węglin Południowy
1450000.0,103.01000213623047,1.0,2023,5.0,10+ piętro,Czechów Południowy
590000.0,62.70000076293945,0.0,1994,3.0,3 piętro,Czuby Północne
230000.0,23.549999237060547,0.0,1965,1.0,3 piętro,Rury
450000.0,52.31999969482422,1.0,1973,3.0,5 piętro,Bronowice
449000.0,36.20000076293945,0.0,1957,2.0,1 piętro,Śródmieście
595000.0,63.72999954223633,1.0,2024,3.0,parter,Sławin
559000.0,63.150001525878906,0.0,1992,3.0,3 piętro,Rury
470000.0,53.400001525878906,0.0,1986,2.0,2 piętro,Czechów Południowy
669000.0,54.0,1.0,2024,3.0,7 piętro,Felin
474355.0,43.09000015258789,1.0,2011,2.0,3 piętro,Czechów Północny
559000.0,68.54000091552734,1.0,1962,3.0,6 piętro,Rury
589000.0,60.0,0.0,1980,3.0,3 piętro,Czechów Północny
554900.0,50.29999923706055,1.0,2015,3.0,3 piętro,Dziesiąta
485000.0,49.650001525878906,0.0,1975,3.0,3 piętro,Dziesiąta
472625.0,47.5,0.0,2026,2.0,3 piętro,Wrotków
475893.0,43.70000076293945,0.0,2005,2.0,2 piętro,Czechów Północny
684204.0,75.2699966430664,0.0,2009,3.0,parter,Wrotków
790000.0,74.0,0.0,1990,4.0,4 piętro,Rury
863200.0,66.91999816894531,1.0,2024,3.0,parter,Czechów Południowy
385000.0,32.29999923706055,0.0,1973,2.0,parter,Kalinowszczyzna
439200.0,40.0,1.0,2026,2.0,2 piętro,Śródmieście
555718.0,48.790000915527344,0.0,2020,3.0,parter,Węglin Południowy
620000.0,57.0,0.0,2014,3.0,4 piętro,Czechów Południowy
650000.0,67.11000061035156,0.0,1989,3.0,2 piętro,Rury
699000.0,75.5,0.0,1988,3.0,2 piętro,Rury
350000.0,35.599998474121094,1.0,1980,2.0,4 piętro,Rury
600600.0,42.0,1.0,2018,2.0,6 piętro,Konstantynów
789000.0,77.9000015258789,0.0,2025,4.0,parter,Sławin
730000.0,75.4000015258789,0.0,2006,3.0,2 piętro,Czuby Północne
420000.0,47.0,0.0,1965,2.0,parter,Tatary
669000.0,54.0,0.0,2024,3.0,7 piętro,Felin
469000.0,34.59000015258789,1.0,2018,2.0,3 piętro,Wrotków
819000.0,112.4000015258789,0.0,2020,4.0,2 piętro,Czuby Północne
655500.0,65.19999694824219,1.0,2024,3.0,2 piętro,Węglin Południowy
418000.0,35.400001525878906,0.0,1988,2.0,1 piętro,Czechów Południowy
750765.0,75.87000274658203,1.0,2018,4.0,3 piętro,Czechów Północny
380000.0,32.0,0.0,1994,1.0,parter,Sławin
550000.0,49.0,0.0,2000,2.0,2 piętro,Czuby Południowe
480000.0,40.689998626708984,1.0,2024,2.0,2 piętro,Czechów Południowy
465000.0,48.20000076293945,0.0,2005,2.0,4 piętro,Czechów Południowy
684204.0,75.2699966430664,0.0,2009,3.0,1 piętro,Wrotków
469000.0,47.9900016784668,1.0,1976,3.0,4 piętro,Kośminek
475735.0,56.29999923706055,1.0,1967,3.0,8 piętro,Rury
709000.0,56.5,1.0,2024,3.0,1 piętro,Węglin Południowy
1215000.0,73.51000213623047,1.0,2015,4.0,4 piętro,Wieniawa
670000.0,40.599998474121094,1.0,2015,2.0,4 piętro,Wieniawa
455000.0,43.0,0.0,1970,3.0,parter,Tatary
620000.0,56.43000030517578,1.0,2024,3.0,3 piętro,Kośminek
649000.0,68.0,1.0,2018,3.0,parter,Wieniawa
410000.0,37.5,0.0,1978,2.0,3 piętro,Rury
555718.0,48.790000915527344,0.0,2020,3.0,parter,Węglin Południowy
369000.0,35.0,0.0,1981,2.0,parter,Tatary
1350000.0,117.0,1.0,2013,4.0,2 piętro,Stare Miasto
675000.0,60.689998626708984,1.0,2018,3.0,parter,Wrotków
599700.0,52.22999954223633,1.0,2010,2.0,parter,Sławin
518007.0,56.0,0.0,2009,2.0,2 piętro,Felin
998000.0,70.88999938964844,1.0,2019,4.0,3 piętro,Czechów Południowy
370000.0,35.0,0.0,1967,2.0,2 piętro,Kalinowszczyzna
550000.0,52.0,1.0,1989,2.0,3 piętro,Czuby Północne
399000.0,40.150001525878906,0.0,1938,1.0,3 piętro,Śródmieście
415000.0,49.099998474121094,1.0,1967,2.0,6 piętro,Czuby Północne
682145.0,63.90999984741211,1.0,2024,3.0,3 piętro,Czechów Północny
277620.0,26.440000534057617,0.0,2025,1.0,2 piętro,Felin
469000.0,38.70000076293945,1.0,1975,2.0,2 piętro,Rury
620000.0,50.0,1.0,2011,2.0,2 piętro,Węglin Południowy
860000.0,128.25,0.0,2005,5.0,2 piętro,Konstantynów
595000.0,49.0,0.0,2003,2.0,parter,Wieniawa
530000.0,57.900001525878906,0.0,1997,3.0,3 piętro,Czechów Północny
835000.0,74.0,1.0,2014,3.0,2 piętro,Ponikwoda
525461.0,55.369998931884766,0.0,2008,3.0,3 piętro,Czechów Północny
689840.0,75.88999938964844,0.0,2007,3.0,1 piętro,Wrotków
552073.0,48.470001220703125,0.0,2012,3.0,1 piętro,Węglin Południowy
637920.0,70.87999725341797,1.0,2026,4.0,3 piętro,Czechów Północny
866821.5,113.30999755859375,0.0,2015,4.0,2 piętro,Śródmieście
505000.0,67.80000305175781,0.0,1994,3.0,1 piętro,Ponikwoda
585000.0,49.0,0.0,2015,2.0,parter,Wrotków
615600.0,57.0,0.0,2001,2.0,2 piętro,Czuby Południowe
563000.0,52.150001525878906,0.0,1966,2.0,parter,Śródmieście
366000.0,32.79999923706055,1.0,1970,2.0,4 piętro,Tatary
980000.0,90.0,0.0,1999,3.0,1 piętro,Szerokie
524000.0,62.0,0.0,2001,3.0,1 piętro,Czuby Północne
699000.0,53.970001220703125,1.0,2015,2.0,parter,Śródmieście
558000.0,61.20000076293945,0.0,1982,3.0,3 piętro,Czuby Północne
519000.0,61.20000076293945,0.0,1981,3.0,1 piętro,Czuby Północne
545000.0,39.0,1.0,2021,2.0,4 piętro,Węglin Południowy
470000.0,36.0,1.0,2016,2.0,3 piętro,Węglin Południowy
557500.0,51.599998474121094,1.0,2026,3.0,5 piętro,Ponikwoda
472800.0,38.880001068115234,1.0,2026,2.0,5 piętro,Ponikwoda
599700.0,52.22999954223633,1.0,2010,2.0,parter,Sławin
620000.0,49.86000061035156,1.0,2018,3.0,2 piętro,Bronowice
670000.0,41.25,1.0,2024,2.0,2 piętro,Śródmieście
385000.0,32.29999923706055,0.0,1973,2.0,parter,Kalinowszczyzna
469000.0,33.79999923706055,1.0,2021,2.0,1 piętro,Wrotków
445000.0,47.79999923706055,0.0,1990,3.0,1 piętro,Czuby Południowe
528220.0,53.900001525878906,1.0,2026,3.0,2 piętro,Ponikwoda
699000.0,51.0,1.0,2019,2.0,4 piętro,Sławin
660000.0,61.939998626708984,0.0,1975,4.0,3 piętro,Kośminek
395000.0,58.0,0.0,1900,2.0,3 piętro,Śródmieście
460000.0,58.0,1.0,1977,4.0,1 piętro,Czechów Południowy
475000.0,53.0,0.0,1997,2.0,parter,Kalinowszczyzna
599000.0,59.599998474121094,0.0,1960,3.0,parter,Śródmieście
555000.0,50.0,0.0,1964,2.0,3 piętro,Śródmieście
540000.0,51.5,0.0,1989,2.0,4 piętro,Czuby Południowe
379785.0,36.16999816894531,1.0,2026,2.0,1 piętro,Ponikwoda
419000.0,45.0,1.0,1978,3.0,5 piętro,Śródmieście
749000.0,69.30000305175781,1.0,2014,3.0,3 piętro,Ponikwoda
375000.0,35.0,0.0,1960,2.0,parter,Hajdów-Zadębie
489000.0,35.0,1.0,2024,2.0,1 piętro,Wrotków
369000.0,44.36000061035156,0.0,1970,2.0,parter,Bronowice
912445.0,69.06999969482422,1.0,2020,4.0,parter,Węglin Południowy
483000.0,49.0,1.0,2025,2.0,3 piętro,Węglin Południowy
492966.0,48.33000183105469,0.0,2026,3.0,1 piętro,Ponikwoda
515000.0,57.79999923706055,1.0,1976,4.0,5 piętro,Rury
839000.0,116.31999969482422,0.0,1994,5.0,4 piętro,Wieniawa
599000.0,51.150001525878906,0.0,2005,2.0,1 piętro,Rury
499000.0,44.560001373291016,1.0,2024,2.0,4 piętro,Wrotków
570000.0,60.099998474121094,0.0,1960,3.0,1 piętro,Rury
435000.0,30.520000457763672,1.0,1988,1.0,parter,Węglin Południowy
601680.0,65.4000015258789,1.0,2022,3.0,parter,Czechów Północny
574900.0,52.29999923706055,1.0,2012,2.0,4 piętro,Węglin Południowy
395000.0,48.20000076293945,0.0,1986,2.0,4 piętro,Bronowice
566614.0,48.470001220703125,0.0,2005,3.0,3 piętro,Węglin Południowy
474355.0,43.09000015258789,1.0,2011,2.0,3 piętro,Czechów Północny
525000.0,34.0,1.0,2023,2.0,1 piętro,Czechów Południowy
460000.0,48.599998474121094,0.0,1993,2.0,2 piętro,Czuby Północne
723000.0,57.349998474121094,1.0,2024,3.0,1 piętro,Węglin Południowy
469000.0,33.79999923706055,1.0,2021,2.0,1 piętro,Wrotków
369000.0,35.0,0.0,1981,2.0,parter,Tatary
585600.0,62.970001220703125,0.0,2002,3.0,1 piętro,Kośminek
668360.0,68.19999694824219,1.0,2026,4.0,2 piętro,Wrotków
347352.0,34.77000045776367,0.0,1989,1.0,1 piętro,Wrotków
532950.0,52.25,1.0,2026,3.0,4 piętro,Czechów Północny
727397.0,81.7300033569336,1.0,2024,3.0,parter,Czechów Południowy
459000.0,36.0,1.0,2005,2.0,2 piętro,Czuby Północne
889000.0,121.0,0.0,1999,5.0,3 piętro,Śródmieście
649100.0,62.16999816894531,1.0,2026,4.0,6 piętro,Ponikwoda
510000.0,61.0,0.0,1963,3.0,3 piętro,Rury
1090000.0,135.0,0.0,2000,6.0,3 piętro,Sławin
760000.0,80.30000305175781,0.0,2000,4.0,1 piętro,Konstantynów
430000.0,46.900001525878906,0.0,1977,3.0,3 piętro,Tatary
550000.0,59.66999816894531,0.0,1971,3.0,parter,Czuby Północne
469000.0,38.0,1.0,2019,2.0,5 piętro,Sławin
499999.0,38.5,1.0,1988,2.0,1 piętro,Rury
340000.0,32.0,0.0,1960,1.0,2 piętro,Bronowice
556198.0,57.34000015258789,0.0,2024,2.0,parter,Węglin Południowy
390000.0,41.599998474121094,0.0,2008,1.0,1 piętro,Czechów Południowy
450000.0,51.29999923706055,0.0,1975,3.0,4 piętro,Czechów Południowy
550000.0,60.5,0.0,1961,2.0,parter,Śródmieście
590160.625,52.7400016784668,1.0,2026,3.0,1 piętro,Czechów Południowy
529494.625,44.540000915527344,1.0,2026,1.0,parter,Czechów Południowy
650278.3125,59.16999816894531,1.0,2026,3.0,1 piętro,Czechów Południowy
720000.0,73.80000305175781,0.0,1996,6.0,2 piętro,Czuby Północne
660000.0,66.55999755859375,0.0,2025,4.0,parter,Czechów Północny
930000.0,92.20999908447266,0.0,2025,4.0,1 piętro,Sławin
357700.0,36.9900016784668,0.0,1967,2.0,2 piętro,Tatary
1146600.0,117.0,0.0,1996,5.0,2 piętro,Ponikwoda
334000.0,41.84000015258789,0.0,1983,2.0,3 piętro,Śródmieście
525000.0,47.0,0.0,2024,2.0,parter,Czechów Północny
470000.0,39.189998626708984,1.0,2024,2.0,3 piętro,Bronowice
369000.0,26.5,1.0,1980,1.0,7 piętro,Czechów Północny
617100.0,37.400001525878906,1.0,2025,1.0,2 piętro,Śródmieście
728500.0,77.5,1.0,2025,4.0,3 piętro,Czechów Północny
708000.0,65.0,1.0,2024,3.0,3 piętro,Węglin Południowy
725000.0,72.0,1.0,2015,3.0,3 piętro,Węglin Południowy
670000.0,79.30000305175781,0.0,1997,4.0,1 piętro,Sławin
540500.0,67.5999984741211,0.0,1978,4.0,4 piętro,Sławin
499000.0,47.119998931884766,0.0,2001,2.0,parter,Ponikwoda
429000.0,46.599998474121094,0.0,1976,2.0,2 piętro,Rury
503000.0,45.79999923706055,1.0,1972,2.0,3 piętro,Rury
460000.0,62.0,0.0,1990,3.0,4 piętro,Czechów Południowy
610000.0,60.099998474121094,0.0,1992,3.0,4 piętro,Czuby Południowe
694809.0,65.61000061035156,0.0,1983,4.0,2 piętro,Węglin Południowy
603400.0,60.34000015258789,1.0,2026,3.0,5 piętro,Czechów Północny
571203.125,60.189998626708984,1.0,2024,3.0,parter,Czechów Południowy
637014.0,64.41000366210938,1.0,2025,3.0,2 piętro,Kośminek
665000.0,59.84000015258789,1.0,2013,3.0,parter,Węglin Południowy
569000.0,44.900001525878906,1.0,2024,2.0,1 piętro,Węglin Południowy
442000.0,44.25,0.0,1994,3.0,4 piętro,Sławin
373000.0,39.29999923706055,0.0,1936,2.0,3 piętro,Śródmieście
400000.0,48.0,0.0,1990,3.0,1 piętro,Śródmieście
599000.0,44.65999984741211,1.0,2018,2.0,2 piętro,Sławin
543000.0,52.5,0.0,2024,3.0,parter,Węglin Południowy
585000.0,63.869998931884766,0.0,1993,3.0,3 piętro,Czuby Południowe
495000.0,37.0,1.0,2024,2.0,4 piętro,Bronowice
1940000.0,314.0,0.0,2020,10.0,10+ piętro,Wieniawa
610000.0,48.869998931884766,1.0,2023,2.0,4 piętro,Felin
450000.0,30.860000610351562,1.0,2023,2.0,4 piętro,Felin
421200.0,36.0,1.0,1986,2.0,2 piętro,Ponikwoda
511200.0,50.0,1.0,2025,3.0,4 piętro,Ponikwoda
510000.0,53.81999969482422,1.0,2024,3.0,3 piętro,Kośminek
574000.0,58.0,1.0,2025,4.0,1 piętro,Ponikwoda
460000.0,53.0,1.0,2025,2.0,parter,Węglin Południowy
385000.0,45.79999923706055,0.0,1969,3.0,4 piętro,Kalinowszczyzna
435000.0,49.88999938964844,1.0,1971,3.0,6 piętro,Kośminek
708000.0,65.0,1.0,2024,3.0,3 piętro,Węglin Południowy
670000.0,41.25,1.0,2024,2.0,2 piętro,Śródmieście
728500.0,77.5,1.0,2025,4.0,3 piętro,Czechów Północny
668000.0,68.0,1.0,2006,3.0,1 piętro,Wrotków
459000.0,40.0,1.0,2024,2.0,5 piętro,Wrotków
669000.0,70.0,0.0,2008,4.0,parter,Dziesiąta
543000.0,52.5,0.0,2024,3.0,parter,Węglin Południowy
589000.0,73.0,0.0,1995,3.0,3 piętro,Sławin
459000.0,49.88999938964844,1.0,1971,2.0,6 piętro,Kośminek
345000.0,32.63999938964844,0.0,1975,2.0,4 piętro,Wieniawa
449000.0,49.0,1.0,1968,3.0,parter,Wieniawa
1150000.0,87.62999725341797,1.0,2015,4.0,10 piętro,Rury
449000.0,44.400001525878906,0.0,1968,3.0,4 piętro,Rury
999900.0,120.0,0.0,2004,4.0,1 piętro,Śródmieście
639000.0,60.5,0.0,2000,3.0,parter,Czuby Północne
599000.0,60.86000061035156,0.0,1960,3.0,2 piętro,Wieniawa
529890.0,51.95000076293945,1.0,2026,3.0,4 piętro,Czechów Północny
609840.0,61.599998474121094,1.0,2024,2.0,parter,Czechów Południowy
558279.0,55.33000183105469,1.0,2025,3.0,3 piętro,Kośminek
616000.0,56.0,0.0,2010,2.0,1 piętro,Czechów Południowy
319000.0,32.29999923706055,0.0,2000,1.0,3 piętro,Dziesiąta
429000.0,51.93000030517578,0.0,1925,2.0,1 piętro,Za Cukrownią
424760.0,57.400001525878906,1.0,1985,3.0,10 piętro,Bronowice
870000.0,80.0,1.0,2020,4.0,1 piętro,Bronowice
430000.0,48.400001525878906,0.0,1983,2.0,parter,Rury
305000.0,28.100000381469727,1.0,1970,1.0,9 piętro,Rury
594048.0,46.40999984741211,1.0,2024,2.0,3 piętro,Wieniawa
948795.0,73.55000305175781,1.0,2024,4.0,1 piętro,Wieniawa
895985.0,70.55000305175781,1.0,2024,3.0,1 piętro,Wieniawa
1381799.0,99.41000366210938,1.0,2024,4.0,5 piętro,Wieniawa
652446.0,48.689998626708984,1.0,2024,2.0,2 piętro,Wieniawa
636000.0,53.04999923706055,1.0,2015,2.0,parter,Węglin Południowy
352428.0,27.31999969482422,1.0,2024,1.0,2 piętro,Śródmieście
367263.0,28.469999313354492,1.0,2024,2.0,2 piętro,Śródmieście
737804.0,55.060001373291016,1.0,2024,3.0,1 piętro,Wieniawa
668000.0,68.0,1.0,2006,3.0,1 piętro,Wrotków
863200.0,66.91999816894531,1.0,2024,3.0,parter,Czechów Południowy
1381799.0,99.41000366210938,1.0,2024,4.0,5 piętro,Wieniawa
652446.0,48.689998626708984,1.0,2024,2.0,2 piętro,Wieniawa
636000.0,53.04999923706055,1.0,2015,2.0,parter,Węglin Południowy
352428.0,27.31999969482422,1.0,2024,1.0,2 piętro,Śródmieście
367263.0,28.469999313354492,1.0,2024,2.0,2 piętro,Śródmieście
737804.0,55.060001373291016,1.0,2024,3.0,1 piętro,Wieniawa
494840.0,55.599998474121094,1.0,2025,3.0,2 piętro,Ponikwoda
717000.0,56.41999816894531,1.0,2024,3.0,1 piętro,Węglin Południowy
599000.0,55.0,1.0,2014,3.0,1 piętro,Sławin
520000.0,51.099998474121094,0.0,2006,2.0,parter,Sławin
840000.0,73.0,1.0,2018,4.0,5 piętro,Węglin Południowy
579000.0,49.150001525878906,1.0,1992,3.0,parter,Węglin Południowy
519000.0,47.5,1.0,1968,2.0,3 piętro,Rury
393015.0,41.369998931884766,0.0,2024,2.0,1 piętro,Dziesiąta
352643.0,25.3700008392334,1.0,2024,1.0,1 piętro,Śródmieście
430000.0,51.93000030517578,0.0,1977,2.0,parter,Za Cukrownią
395000.0,45.900001525878906,0.0,1977,2.0,1 piętro,Za Cukrownią
339000.0,32.189998626708984,0.0,1969,1.0,1 piętro,Za Cukrownią
